model,scenario,region,variable,unit,year,value
USREP-ReEDS,ira_low_adv,USA,Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Mt CO2/yr,2030,1.30452E-08
USREP-ReEDS,ira_low_adv,USA,Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Mt CO2/yr,2035,4.43326E-08
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2017,2.195235962
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2020,876.3665397
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2025,543.9893665
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2030,181.6060639
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2035,108.3805808
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2017,3.776647244
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2020,594.8215768
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2025,495.0205576
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2030,302.194779
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2035,242.7140778
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2017,7.070323426
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2020,1471.535307
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2025,1039.577307
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2030,484.0228703
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2035,352.3706364
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2,Mt CO2/yr,2017,3360.210881
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2,Mt CO2/yr,2020,5437.883415
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2,Mt CO2/yr,2025,4177.589319
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2,Mt CO2/yr,2030,3391.754436
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2,Mt CO2/yr,2035,3028.01331
USREP-ReEDS,ira_low_adv,USA,Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry,Mt CO2/yr,2017,0
USREP-ReEDS,ira_low_adv,USA,Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry,Mt CO2/yr,2020,0
USREP-ReEDS,ira_low_adv,USA,Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry,Mt CO2/yr,2025,515.8195982
USREP-ReEDS,ira_low_adv,USA,Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry,Mt CO2/yr,2030,491.1555078
USREP-ReEDS,ira_low_adv,USA,Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry,Mt CO2/yr,2035,533.7354253
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy,Mt CO2/yr,2017,3360.210881
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy,Mt CO2/yr,2020,4637.883415
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy,Mt CO2/yr,2025,4177.589319
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy,Mt CO2/yr,2030,3391.754436
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy,Mt CO2/yr,2035,3028.01331
USREP-ReEDS,ira_low_adv,USA,Emissions|CO2|Energy|Coal,Mt CO2/yr,2017,122.1152871
