Round,Category,Tier,Variable,Unit,Definition
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Coal,EJ/yr,Final energy consumption of coal in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Electricity,EJ/yr,Final energy consumption of electricity in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Gas,EJ/yr,Final energy consumption of gas in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Hydrogen,EJ/yr,Final energy consumption of hydrogen in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Oil,EJ/yr,Final energy consumption of oil in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in agriculture-forestry."
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Gas,EJ/yr,Final energy consumption of gas in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Hydrogen,EJ/yr,Final energy consumption of hydrogen in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Oil,EJ/yr,Final energy consumption of oil in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Biogas,EJ/yr,Final energy consumption of biogas in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Coal,EJ/yr,Final energy consumption of coal in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Electricity,EJ/yr,Final energy consumption of electricity in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Gas,EJ/yr,Final energy consumption of gas in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Hydrogen,EJ/yr,Final energy consumption of hydrogen in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Oil,EJ/yr,Final energy consumption of oil in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in agriculture-other.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Other|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in agriculture-other."
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in agriculture."
2,Energy,2,Final Energy|Industry|Non Mfg|Biogas,EJ/yr,Final energy consumption of biogas in industry|non mfg.
2,Energy,2,Final Energy|Industry|Non Mfg|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in industry|non mfg.
2,Energy,2,Final Energy|Industry|Non Mfg|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in industry|non mfg.
2,Energy,2,Final Energy|Industry|Non Mfg|Coal,EJ/yr,Final energy consumption of coal in industry|non mfg.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Biogas,EJ/yr,Final energy consumption of biogas in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Coal,EJ/yr,Final energy consumption of coal in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Electricity,EJ/yr,Final energy consumption of electricity in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Gas,EJ/yr,Final energy consumption of gas in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Hydrogen,EJ/yr,Final energy consumption of hydrogen in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Oil,EJ/yr,Final energy consumption of oil in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in coal mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Coal mining|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in coal mining."
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Biogas,EJ/yr,Final energy consumption of biogas in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Coal,EJ/yr,Final energy consumption of coal in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Electricity,EJ/yr,Final energy consumption of electricity in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Gas,EJ/yr,Final energy consumption of gas in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Hydrogen,EJ/yr,Final energy consumption of hydrogen in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Oil,EJ/yr,Final energy consumption of oil in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in construction.
2,Energy,3,Final Energy|Industry|Non Mfg|Construction|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in construction."
2,Energy,2,Final Energy|Industry|Non Mfg|Electricity,EJ/yr,Final energy consumption of electricity in industry|non mfg.
2,Energy,2,Final Energy|Industry|Non Mfg|Gas,EJ/yr,Final energy consumption of gas in industry|non mfg.
2,Energy,2,Final Energy|Industry|Non Mfg|Hydrogen,EJ/yr,Final energy consumption of hydrogen in industry|non mfg.
2,Energy,3,Final Energy|Industry|Non Mfg|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in industry|non mfg.
2,Energy,3,Final Energy|Industry|Non Mfg|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in industry|non mfg.
2,Energy,3,Final Energy|Industry|Non Mfg|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in industry|non mfg.
2,Energy,2,Final Energy|Industry|Non Mfg|Oil,EJ/yr,Final energy consumption of oil in industry|non mfg.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Biogas,EJ/yr,Final energy consumption of biogas in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Coal,EJ/yr,Final energy consumption of coal in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Electricity,EJ/yr,Final energy consumption of electricity in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Gas,EJ/yr,Final energy consumption of gas in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Hydrogen,EJ/yr,Final energy consumption of hydrogen in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Oil,EJ/yr,Final energy consumption of oil in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in oil and natural gas extraction.
2,Energy,3,Final Energy|Industry|Non Mfg|Oil-gas extraction|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in oil and natural gas extraction."
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Biogas,EJ/yr,Final energy consumption of biogas in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Coal,EJ/yr,Final energy consumption of coal in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Electricity,EJ/yr,Final energy consumption of electricity in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Gas,EJ/yr,Final energy consumption of gas in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Hydrogen,EJ/yr,Final energy consumption of hydrogen in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Oil,EJ/yr,Final energy consumption of oil in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in metal and other non-metallic mining.
2,Energy,3,Final Energy|Industry|Non Mfg|Other mining|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in metal and other non-metallic mining."
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Biogas,EJ/yr,Final energy consumption of biogas in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Coal,EJ/yr,Final energy consumption of coal in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Electricity,EJ/yr,Final energy consumption of electricity in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Gas,EJ/yr,Final energy consumption of gas in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Hydrogen,EJ/yr,Final energy consumption of hydrogen in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Oil,EJ/yr,Final energy consumption of oil in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in other.
2,Energy,3,Final Energy|Industry|Non Mfg|Other|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in other."
2,Energy,2,Final Energy|Industry|Non Mfg|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in industry|non mfg.
2,Energy,2,Final Energy|Industry|Non Mfg|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in industry|non mfg."
2,Energy,3,Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Biogas,EJ/yr,Final energy consumption of biogas in balance of manufacturing.
2,Energy,3,Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in balance of manufacturing.
2,Energy,3,Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in balance of manufacturing.
2,Energy,3,Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Coal,EJ/yr,Final energy consumption of coal in balance of manufacturing.
2,Energy,3,Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Electricity,EJ/yr,Final energy consumption of electricity in balance of manufacturing.
2,Energy,3,Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Gas,EJ/yr,Final energy consumption of gas in balance of manufacturing.
2,Energy,3,Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Hydrogen,EJ/yr,Final energy consumption of hydrogen in balance of manufacturing.
