model,scenario,region,variable,unit,year,value,datasrc
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas,EJ/yr,2090,9.3201785,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas,EJ/yr,2095,9.8284952,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas,EJ/yr,2100,10.1895338,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2010,1.90673,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2015,3.03617,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2020,3.86991,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2025,4.11171,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2030,4.395722,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2035,4.472616,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2040,4.523162,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2045,4.660956,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2050,5.085493,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2055,5.625848,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2060,6.154587,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2065,6.192374,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2070,6.558586,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2075,6.974255,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2080,7.414895,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2085,7.893152,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2090,8.469078,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2095,9.060602,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC,EJ/yr,2100,9.496671,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2010,1.90673,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2015,3.03617,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2020,3.86991,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2025,4.11171,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2030,4.395722,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2035,4.472616,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2040,4.523162,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2045,4.660956,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2050,5.085493,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2055,5.625848,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2060,6.154587,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2065,6.192374,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2070,6.558586,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2075,6.974255,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2080,7.414895,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2085,7.893152,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2090,8.469078,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2095,9.060602,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,2100,9.496671,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2010,1.47784,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2015,1.60468,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2020,2.030095,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2025,1.996073,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2030,2.084659,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2035,2.08431,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2040,2.043725,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2045,1.981812,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2050,1.911242,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2055,1.901023,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2060,1.859475,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2065,1.445332,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2070,1.3045647,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2075,1.1245716,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2080,1.0002164,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2085,0.9161437,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2090,0.8511005,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2095,0.7678932,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST,EJ/yr,2100,0.6928628,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2010,1.47784,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2015,1.60468,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2020,2.030095,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2025,1.996073,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2030,2.084659,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2035,2.08431,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2040,2.043725,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2045,1.981812,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2050,1.911242,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2055,1.901023,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2060,1.859475,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2065,1.445332,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2070,1.3045647,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2075,1.1245716,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2080,1.0002164,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2085,0.9161437,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2090,0.8511005,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2095,0.7678932,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,2100,0.6928628,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2010,3.38457,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2015,4.64085,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2020,5.900005,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2025,6.107783,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2030,6.480381,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2035,6.556926,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2040,6.566887,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2045,6.642768,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2050,6.996735,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2055,7.526871,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2060,8.014062,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2065,7.637706,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2070,7.8631507,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2075,8.0988266,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2080,8.4151114,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2085,8.8092957,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2090,9.3201785,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2095,9.8284952,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,2100,10.1895338,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2010,0.0632761,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2015,0.0674151,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2020,0.1056615,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2025,0.1227907,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2030,0.1537154,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2035,0.178672,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2040,0.2071065,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2045,0.1850412,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2050,0.2272103,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2055,0.2936352,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2060,0.3520298,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2065,0.4259544,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2070,0.4614675,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2075,0.4928508,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2080,0.4849239,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2085,0.473793,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2090,0.4618099,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2095,0.4476851,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Geothermal,EJ/yr,2100,0.4462759,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2010,0.948107,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2015,0.909958,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2020,0.912057,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2025,0.92045,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2030,0.928842,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2035,0.937234,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2040,0.945627,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2045,0.954019,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2050,0.962412,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2055,0.970804,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2060,0.979197,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2065,0.987589,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2070,0.995981,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2075,1.00437,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2080,1.01277,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2085,1.02116,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2090,1.02955,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2095,1.03794,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Hydro,EJ/yr,2100,1.04634,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2010,0.508842,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2015,0.559985,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2020,0.4505328,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2025,0.3523314,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2030,0.4590786,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2035,0.5328782,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2040,0.6634176,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2045,0.8585507,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2050,1.2115323,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2055,1.6064805,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2060,2.0145205,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2065,2.64246332,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2070,2.94337313,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2075,3.4625104,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2080,3.7289253,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2085,4.0161335,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2090,4.256134,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2095,4.5198823,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,2100,4.6043605,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2010,0.508842,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2015,0.559985,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2020,0.4505328,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2025,0.3523314,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2030,0.4590786,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2035,0.5328782,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2040,0.6634176,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2045,0.8585507,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2050,1.2115323,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2055,1.6064805,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2060,2.0145205,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2065,2.64246332,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2070,2.94337313,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2075,3.4625104,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2080,3.7289253,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2085,4.0161335,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2090,4.256134,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2095,4.5198823,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,2100,4.6043605,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2010,19.23506,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2015,14.15620482,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2020,7.52185,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2025,6.27371,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2030,4.06862,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2035,3.80928,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2040,3.63954,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2045,3.54257,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2050,3.5265,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2055,1.75929,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2060,0.875574,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2065,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2070,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2075,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2080,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2085,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2090,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2095,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal,EJ/yr,2100,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal|w/ CCS,EJ/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal|w/ CCS,EJ/yr,2015,4.48E-05,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal|w/ CCS,EJ/yr,2020,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal|w/ CCS,EJ/yr,2025,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal|w/ CCS,EJ/yr,2030,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Secondary Energy|Electricity|Input|Coal|w/ CCS,EJ/yr,2035,0,emf37_usacanmex.csv
