model,scenario,region,variable,unit,year,value,datasrc
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Biomass Liquids,EJ/yr,2090,0.000710537,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Biomass Liquids,EJ/yr,2095,0.000705965,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Biomass Liquids,EJ/yr,2100,0.00068555,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2010,0.7672557,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2015,0.55915004,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2020,0.559307297,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2025,0.590052867,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2030,0.608956424,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2035,0.614326365,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2040,0.618001128,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2045,0.61441291,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2050,0.618071751,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2055,0.623865699,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2060,0.630195265,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2065,0.633832181,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2070,0.637306453,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2075,0.640909037,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2080,0.645453272,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2085,0.650929576,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2090,0.656587069,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2095,0.661162737,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Electricity,EJ/yr,2100,0.66191521,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2010,0.913356,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2015,0.6438997,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2020,0.6646599,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2025,0.6912003,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2030,0.7151445,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2035,0.7439437,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2040,0.79593551,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2045,0.8471739,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2050,0.88897568,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2055,0.92797789,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2060,0.96917574,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2065,1.01103543,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2070,1.04611191,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2075,1.07440415,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2080,1.09694614,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2085,1.11385508,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2090,1.12640195,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2095,1.13607077,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Gas,EJ/yr,2100,1.14642135,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2010,0.031228391,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2015,0.056160204,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2020,0.058523472,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2025,0.062645915,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2030,0.059677729,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2035,0.048874698,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2040,0.034539515,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2045,0.01762771,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2050,0.011036547,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2055,0.007610314,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2060,0.006314426,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2065,0.006129753,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2070,0.00652064,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2075,0.00711484,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2080,0.007716284,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2085,0.008160731,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2090,0.008368212,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2095,0.008341486,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Appliances|Oil,EJ/yr,2100,0.008063416,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2010,0.015467489,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2015,0.023979269,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2020,0.023322323,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2025,0.025383036,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2030,0.028357982,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2035,0.028868746,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2040,0.029973251,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2045,0.039304965,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2050,0.052917371,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2055,0.062277195,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2060,0.066243265,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2065,0.070100453,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2070,0.070132955,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2075,0.0692173,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2080,0.068024227,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2085,0.066783611,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2090,0.065936993,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2095,0.065609947,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Biomass Liquids,EJ/yr,2100,0.065771698,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2010,0.6298269,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2015,0.5914635,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2020,0.5831792,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2025,0.6219418,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2030,0.6301885,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2035,0.6393886,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2040,0.6335046,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2045,0.63307028,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2050,0.64537049,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2055,0.65744044,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2060,0.6713834,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2065,0.68395343,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2070,0.6980967,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2075,0.71116088,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2080,0.72380899,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2085,0.7374089,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2090,0.7506487,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2095,0.763568,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Cooling|Electricity,EJ/yr,2100,0.7729829,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2010,4.986085,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2015,5.07952844,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2020,5.108555997,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2025,5.400535597,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2030,5.466759574,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2035,5.459757445,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2040,5.495574768,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2045,5.59863423,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2050,5.717681921,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2055,5.833152679,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2060,5.951526985,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2065,6.047623696,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2070,6.161561943,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2075,6.276561657,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2080,6.387387992,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2085,6.493195146,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2090,6.585960609,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2095,6.657884487,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Electricity,EJ/yr,2100,6.6853497,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2010,3.0019931,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2015,3.12025,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2020,3.13791253,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2025,3.20360685,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2030,3.26408451,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2035,3.32514489,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2040,3.4679415,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2045,3.56938513,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2050,3.67120048,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2055,3.76129686,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2060,3.86754155,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2065,3.98237448,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2070,4.05734964,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2075,4.09894366,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2080,4.12996714,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2085,4.15452102,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2090,4.18278324,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2095,4.21972273,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Gas,EJ/yr,2100,4.28810358,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2010,0.010408555,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2015,0.007020393,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2020,0.00682484,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2025,0.00731504,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2030,0.007299021,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2035,0.005915541,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2040,0.004578749,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2045,0.003681686,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2050,0.003641218,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2055,0.003360115,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2060,0.003155172,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2065,0.003229742,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2070,0.003308957,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2075,0.003409521,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2080,0.00350508,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2085,0.003580763,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2090,0.003631206,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2095,0.003648158,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Biomass Liquids,EJ/yr,2100,0.00361895,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2010,0.134482,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2015,0.1928282,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2020,0.1991373,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2025,0.2265658,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2030,0.2516173,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2035,0.27843823,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2040,0.28463295,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2045,0.29671496,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2050,0.30606426,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2055,0.3197477,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2060,0.33547122,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2065,0.34696249,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2070,0.36063069,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2075,0.37736878,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2080,0.39552775,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2085,0.41442008,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2090,0.43105306,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2095,0.44225206,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Electricity,EJ/yr,2100,0.44159798,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Gas,EJ/yr,2010,1.94897,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Gas,EJ/yr,2015,1.78099,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Gas,EJ/yr,2020,1.758875,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Gas,EJ/yr,2025,1.786806,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Gas,EJ/yr,2030,1.801368,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Gas,EJ/yr,2035,1.8313335,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Gas,EJ/yr,2040,1.8795866,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Final Energy|Buildings|Commercial|Heating|Gas,EJ/yr,2045,1.9058009,emf37_usacanmex.csv
