model,scenario,region,variable,unit,year,value
USREP-ReEDS,reference-noIRA,United States,Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Mt CO2/yr,2030,1.59E-08
USREP-ReEDS,reference-noIRA,United States,Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Mt CO2/yr,2035,3.95E-08
USREP-ReEDS,reference-noIRA,United States,Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Mt CO2/yr,2040,3.11E-08
USREP-ReEDS,reference-noIRA,United States,Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Mt CO2/yr,2045,1.06E-07
USREP-ReEDS,reference-noIRA,United States,Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Mt CO2/yr,2050,1.11E-07
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2017,2.195235962
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2020,877.4641251
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2025,766.5153368
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2030,617.9986381
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2035,490.868859
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2040,475.3512218
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2045,404.2920909
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,2050,314.0462112
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2017,3.776647244
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2020,595.3040002
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2025,557.5813319
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2030,536.4572953
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2035,569.2624964
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2040,625.307435
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2045,703.6092343
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,2050,855.8060141
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2017,7.070323426
USREP-ReEDS,reference-noIRA,United States,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2020,1473.101279
