"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Biomass","GW/yr",0,0,0,1.60848457045235,0.937453714919262,1.02740950481708,0.920729454546232,0.706883657554205,1.03970264129004,1.13355940073636
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",0,0,0,0,0.000918377778104202,0.0032258201108164,0.00930553682363946,0.0144152196995217,0.0381972821291073,0.0583293816344346
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",0,0,0,1.60848457045235,0.936535337141158,1.02418368470626,0.911423917722592,0.692468437854684,1.00150535916093,1.07523001910193
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Coal","GW/yr",0,0,0,0,3.15898985297755,6.39440220367199,6.44152502785705,6.38964671018439,6.45662717360723,6.46524854037449
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",0,0,0,0,3.15898985297755,6.39440220367199,6.44152502785705,6.38964671018439,6.45662717360723,6.46524854037449
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Gas","GW/yr",0,0,0,31.618387628759,6.08915613449112,6.86937913812785,11.0818967081913,10.9789732889526,13.5234711726754,16.1613224479201
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",0,0,0,0,3.40271392457939,6.86937913812785,6.98169459834013,6.93279558644063,6.98920725606259,6.99345449755905
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",0,0,0,31.618387628759,2.68644220991173,0,4.10020210985113,4.04617770251195,6.53426391661282,9.16786795036101
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Geothermal","GW/yr",0,0,0,0.804536961444525,0.77300288595944,0.738560310051148,0.708364753795873,0.672617866640414,0.652661972126839,0.631190341088955
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Nuclear","GW/yr",0,0,0,20.0367553763685,19.6709814021488,19.7536909266883,19.807408071886,19.7470865968727,19.8131810490134,19.8160687996852
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Oil","GW/yr",0,0,0,0.425045563339095,0.110141939300313,0,0,0,0,0
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Oil|w/o CCS","GW/yr",0,0,0,0.425045563339095,0.110141939300313,0,0,0,0,0
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Solar","GW/yr",0,0,0,8.717838040551,38.5430185766836,46.1263621172039,37.8130654032016,25.0695806430064,37.9351558392178,45.5353710646575
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Solar|CSP","GW/yr",0,0,0,0.321349985874418,1.24255393385694,2.11624704261736,2.01173691995025,0.419411620127314,2.92495335247904,2.88100609157735
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Solar|PV","GW/yr",0,0,0,8.39648805467659,37.3004646428267,44.0101150745865,35.8013284832514,24.650169022879,35.0102024867387,42.6543649730801
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Wind","GW/yr",0,0,0,13.6365445090886,29.5664962923274,37.4839840564206,26.6382442173235,11.6587473391743,26.5435609909677,33.5347927264678
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Wind|Offshore","GW/yr",0,0,0,0,0.932600294197675,2.88114697929503,2.69424555569395,3.30879578794452,4.55404867790751,5.66872274669638
"GCAM-USA v6.0","IRA","United States","Capacity Additions|Electricity|Wind|Onshore","GW/yr",0,0,0,13.6365445090886,28.6338959981297,34.6028370771255,23.9439986616296,8.34995155122983,21.9895123130602,27.8660699797714
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity","GW",1067.01,1138.638,1167.3652,1212.2403,1264.37942873242,1564.06177926784,1819.8822686131,1949.85909251181,2220.33161017678,2595.03935588858
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Biomass","GW",11.222,12.992,16.0997,14.752,8.37540289928501,12.1401525504191,14.1109235464121,17.6735849548961,18.1852697521813,19.6697579387346
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Biomass|w/ CCS","GW",0,0,0,0,0.00459188889052101,0.0161300268094237,0.0467020342332945,0.0827603681959297,0.230076333109339,0.391878871387886
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Biomass|w/o CCS","GW",11.222,12.992,16.0997,14.752,8.37081101039449,12.1240225236097,14.0642215121788,17.5908245867001,17.9551934190719,19.2778790673467
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Coal","GW",335.892,342.296,304.7898,234.1263,119.945968979526,77.9381081886429,78.1737265688654,77.918343494253,78.2775608535673,77.6019219567902
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Coal|w/ CCS","GW",0,0,0,0,15.7949492648877,31.9720125778554,32.2076330749682,31.952256880835,32.3114706200188,32.3619993749478
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Coal|w/o CCS","GW",335.892,342.296,304.7898,234.1263,104.151019714638,45.9660956107875,45.9660934938972,45.9660866134179,45.9660902335484,45.2399225818424
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Gas","GW",439.284,470.344,506.7609,554.2991,555.595642786414,482.755307231804,419.085152697708,377.006604874003,355.189162026307,357.727419917667
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Gas|CC","GW",0,0,0,0,543.427343464472,473.186443774228,411.645383594207,371.729267059808,351.542270269921,355.18062422375
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Gas|CC|w/ CCS","GW",0,0,0,0,17.013569622897,34.347271106997,34.9089352104249,34.6811620274337,35.0098864691748,35.065347297836
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Gas|CC|w/o CCS","GW",0,0,0,0,526.413773841575,438.839172667231,376.736448383782,337.048105032374,316.532383800746,320.115276925914
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Gas|CT","GW",0,0,0,0,12.1682993219424,9.56886345757565,7.43976910350053,5.27733781419472,3.64689175638639,2.54679569391713
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Gas|CT|w/o CCS","GW",0,0,0,0,12.1682993219424,9.56886345757565,7.43976910350053,5.27733781419472,3.64689175638639,2.54679569391713
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Gas|w/ CCS","GW",0,0,0,0,17.013569622897,34.347271106997,34.9089352104249,34.6811620274337,35.0098864691748,35.065347297836
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Gas|w/o CCS","GW",439.284,470.344,506.7609,554.2991,538.582073163517,448.408036124807,384.176217487283,342.325442846569,320.179275557133,322.662072619832
"GCAM-USA v6.0","IRA","United States","Capacity|Electricity|Geothermal","GW",3.129,3.498,3.8118,3.8646,3.8650144297972,3.69280155025574,3.54182376897936,3.36308933320207,3.2633098606342,3.15595170544478
