region,year,value,variable,unit,scenario,model
United States,2027,0.01299335,Secondary Energy|Electricity|Solar|CSP,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,0.013138056,Secondary Energy|Electricity|Solar|CSP,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,0.013138056,Secondary Energy|Electricity|Solar|CSP,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,0.013138056,Secondary Energy|Electricity|Solar|CSP,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,0.135233158,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,0.155918081,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,0.149183971,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,0.182238325,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,0.189932796,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,0.214772278,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,0.25237931,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,0.296610001,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,0.325341482,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,4.380182615,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,4.622002175,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,4.827292866,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,4.653597614,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,4.551691298,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,4.478481479,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,4.432471578,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,4.260425378,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,3.825814032,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,0.24747971,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,0.247845524,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,0.23515231,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,0.23174276,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,0.228581024,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,0.226114405,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,0.224572864,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,0.223176071,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,0.219403483,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,0.011798982,Secondary Energy|Electricity|Geothermal,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,0.011798982,Secondary Energy|Electricity|Geothermal,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,0.011798982,Secondary Energy|Electricity|Geothermal,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,0.011798982,Secondary Energy|Electricity|Geothermal,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,0.011797852,Secondary Energy|Electricity|Geothermal,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,0.041803567,Secondary Energy|Electricity|Geothermal,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,0.041803567,Secondary Energy|Electricity|Geothermal,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,0.041803567,Secondary Energy|Electricity|Geothermal,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,0.074187191,Secondary Energy|Electricity|Geothermal,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,1.041872314,Secondary Energy|Electricity|Hydro,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,1.046133914,Secondary Energy|Electricity|Hydro,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,1.046150698,Secondary Energy|Electricity|Hydro,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,1.079097613,Secondary Energy|Electricity|Hydro,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,1.080896299,Secondary Energy|Electricity|Hydro,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,1.080977659,Secondary Energy|Electricity|Hydro,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,1.081874758,Secondary Energy|Electricity|Hydro,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,1.084020613,Secondary Energy|Electricity|Hydro,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,1.085131346,Secondary Energy|Electricity|Hydro,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,2.805557796,Secondary Energy|Electricity|Nuclear,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,2.808342742,Secondary Energy|Electricity|Nuclear,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,2.808155009,Secondary Energy|Electricity|Nuclear,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,2.809397542,Secondary Energy|Electricity|Nuclear,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,2.809397542,Secondary Energy|Electricity|Nuclear,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,2.809397542,Secondary Energy|Electricity|Nuclear,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,2.809397542,Secondary Energy|Electricity|Nuclear,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,2.777134615,Secondary Energy|Electricity|Nuclear,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,2.744986709,Secondary Energy|Electricity|Nuclear,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,0.009275551,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,0.019275754,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,0.019275754,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,0.040145742,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,-0.018780412,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,-0.017750668,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,-0.020918048,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,-0.020771046,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,-0.021955795,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,-0.021926905,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,-0.022957225,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,-0.023477116,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,-0.023740402,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,0.63611311,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,0.800878547,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,0.901304143,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,0.986587153,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,1.085655694,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,1.222500715,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,1.391907708,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,1.496704345,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,1.781934754,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,0.000490154,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,0.005792393,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,0.05253422,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,0.095342868,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,0.158979427,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,0.209435267,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,0.256228906,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,0.292917625,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,0.331510874,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,1.671853309,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,1.9392826,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,2.089154142,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,2.335385484,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,2.384442461,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,2.490212887,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,2.489735995,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,2.652339132,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,3.128177689,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,14.81010901,Secondary Energy|Electricity,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,15.12390813,Secondary Energy|Electricity,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,15.23878164,Secondary Energy|Electricity,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,15.37142445,Secondary Energy|Electricity,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,15.47589228,Secondary Energy|Electricity,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,15.57178343,Secondary Energy|Electricity,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,15.65752322,Secondary Energy|Electricity,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,15.75734472,Secondary Energy|Electricity,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,15.86518374,Secondary Energy|Electricity,EJ/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,1565.8,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,1453.7,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,1366.1,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,1301.4,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,1281.4,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,1213.1,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,1162.9,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,1131.4,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,994.6,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,7.8631,Capacity|Electricity|Storage Capacity|Battery,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,8.9431,Capacity|Electricity|Storage Capacity|Battery,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,9.6013,Capacity|Electricity|Storage Capacity|Battery,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,9.9075,Capacity|Electricity|Storage Capacity|Battery,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,10.3469,Capacity|Electricity|Storage Capacity|Battery,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,11.0322,Capacity|Electricity|Storage Capacity|Battery,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,12.0017,Capacity|Electricity|Storage Capacity|Battery,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,17.3233,Capacity|Electricity|Storage Capacity|Battery,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,29.668,Capacity|Electricity|Storage Capacity|Battery,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,6.3857,Capacity|Electricity|Biomass|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,6.3887,Capacity|Electricity|Biomass|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,6.3887,Capacity|Electricity|Biomass|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,6.3887,Capacity|Electricity|Biomass|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,6.3887,Capacity|Electricity|Biomass|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,6.3469,Capacity|Electricity|Biomass|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,6.0938,Capacity|Electricity|Biomass|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,6.0307,Capacity|Electricity|Biomass|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,5.8576,Capacity|Electricity|Biomass|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,0,Capacity|Electricity|Coal|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,0,Capacity|Electricity|Coal|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,0,Capacity|Electricity|Coal|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,0,Capacity|Electricity|Coal|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,0,Capacity|Electricity|Coal|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,0,Capacity|Electricity|Coal|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,0,Capacity|Electricity|Coal|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,0,Capacity|Electricity|Coal|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,0,Capacity|Electricity|Coal|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,202.02,Capacity|Electricity|Coal|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,194.9228,Capacity|Electricity|Coal|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,189.684,Capacity|Electricity|Coal|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,184.7694,Capacity|Electricity|Coal|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,179.9087,Capacity|Electricity|Coal|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,170.8905,Capacity|Electricity|Coal|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,161.9815,Capacity|Electricity|Coal|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,159.3292,Capacity|Electricity|Coal|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,152.749,Capacity|Electricity|Coal|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,1.3234,Capacity|Electricity|Solar|CSP,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,1.3234,Capacity|Electricity|Solar|CSP,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,1.3234,Capacity|Electricity|Solar|CSP,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,1.3234,Capacity|Electricity|Solar|CSP,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,1.3234,Capacity|Electricity|Solar|CSP,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,1.3234,Capacity|Electricity|Solar|CSP,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,1.3234,Capacity|Electricity|Solar|CSP,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,1.3234,Capacity|Electricity|Solar|CSP,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,1.3234,Capacity|Electricity|Solar|CSP,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,26.048,Capacity|Electricity|Solar|PV|Rooftop,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,27.5458,Capacity|Electricity|Solar|PV|Rooftop,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,29.0435,Capacity|Electricity|Solar|PV|Rooftop,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,31.8985,Capacity|Electricity|Solar|PV|Rooftop,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,34.7535,Capacity|Electricity|Solar|PV|Rooftop,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,39.5676,Capacity|Electricity|Solar|PV|Rooftop,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,44.3817,Capacity|Electricity|Solar|PV|Rooftop,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,52.2725,Capacity|Electricity|Solar|PV|Rooftop,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,60.1632,Capacity|Electricity|Solar|PV|Rooftop,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,282.056,Capacity|Electricity|Gas|CC|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,286.2426,Capacity|Electricity|Gas|CC|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,287.5737,Capacity|Electricity|Gas|CC|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,290.2473,Capacity|Electricity|Gas|CC|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,292.6064,Capacity|Electricity|Gas|CC|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,296.7741,Capacity|Electricity|Gas|CC|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,308.8044,Capacity|Electricity|Gas|CC|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,309.006,Capacity|Electricity|Gas|CC|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,307.8867,Capacity|Electricity|Gas|CC|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,130.0898,Capacity|Electricity|Gas|CT|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,130.9855,Capacity|Electricity|Gas|CT|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,124.2375,Capacity|Electricity|Gas|CT|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,122.4229,Capacity|Electricity|Gas|CT|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,120.8975,Capacity|Electricity|Gas|CT|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,119.5939,Capacity|Electricity|Gas|CT|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,118.7792,Capacity|Electricity|Gas|CT|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,118.041,Capacity|Electricity|Gas|CT|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,116.0529,Capacity|Electricity|Gas|CT|w/o CCS,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,2.9251,Capacity|Electricity|Geothermal,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,2.9251,Capacity|Electricity|Geothermal,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,2.9251,Capacity|Electricity|Geothermal,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,2.9251,Capacity|Electricity|Geothermal,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,2.9251,Capacity|Electricity|Geothermal,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,4.0443,Capacity|Electricity|Geothermal,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,4.0443,Capacity|Electricity|Geothermal,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,4.0443,Capacity|Electricity|Geothermal,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,5.0487,Capacity|Electricity|Geothermal,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,80.8246,Capacity|Electricity|Hydro,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,80.8856,Capacity|Electricity|Hydro,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,80.8856,Capacity|Electricity|Hydro,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,83.2294,Capacity|Electricity|Hydro,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,83.3879,Capacity|Electricity|Hydro,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,83.3946,Capacity|Electricity|Hydro,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,83.4582,Capacity|Electricity|Hydro,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,83.6137,Capacity|Electricity|Hydro,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,83.6639,Capacity|Electricity|Hydro,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,96.9468,Capacity|Electricity|Nuclear,GW,NoNewPolicy - AdvBRE,ReEDS
