region,year,value,variable,unit,scenario,model
United States,2028,120.9941,Capacity|Electricity|Coal|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2029,114.5617,Capacity|Electricity|Coal|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2030,106.7283,Capacity|Electricity|Coal|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2022,1.3234,Capacity|Electricity|Solar|CSP,GW,IRA-BIL - LGP,ReEDS
United States,2023,1.3234,Capacity|Electricity|Solar|CSP,GW,IRA-BIL - LGP,ReEDS
United States,2024,1.3234,Capacity|Electricity|Solar|CSP,GW,IRA-BIL - LGP,ReEDS
United States,2025,1.3234,Capacity|Electricity|Solar|CSP,GW,IRA-BIL - LGP,ReEDS
United States,2026,1.3234,Capacity|Electricity|Solar|CSP,GW,IRA-BIL - LGP,ReEDS
United States,2027,1.3234,Capacity|Electricity|Solar|CSP,GW,IRA-BIL - LGP,ReEDS
United States,2028,1.3234,Capacity|Electricity|Solar|CSP,GW,IRA-BIL - LGP,ReEDS
United States,2029,1.3234,Capacity|Electricity|Solar|CSP,GW,IRA-BIL - LGP,ReEDS
United States,2030,1.3234,Capacity|Electricity|Solar|CSP,GW,IRA-BIL - LGP,ReEDS
United States,2022,31.2507,Capacity|Electricity|Solar|PV|Rooftop,GW,IRA-BIL - LGP,ReEDS
United States,2023,35.9867,Capacity|Electricity|Solar|PV|Rooftop,GW,IRA-BIL - LGP,ReEDS
United States,2024,40.7227,Capacity|Electricity|Solar|PV|Rooftop,GW,IRA-BIL - LGP,ReEDS
United States,2025,47.2583,Capacity|Electricity|Solar|PV|Rooftop,GW,IRA-BIL - LGP,ReEDS
United States,2026,53.7938,Capacity|Electricity|Solar|PV|Rooftop,GW,IRA-BIL - LGP,ReEDS
United States,2027,62.6769,Capacity|Electricity|Solar|PV|Rooftop,GW,IRA-BIL - LGP,ReEDS
United States,2028,71.56,Capacity|Electricity|Solar|PV|Rooftop,GW,IRA-BIL - LGP,ReEDS
United States,2029,83.9453,Capacity|Electricity|Solar|PV|Rooftop,GW,IRA-BIL - LGP,ReEDS
United States,2030,96.3306,Capacity|Electricity|Solar|PV|Rooftop,GW,IRA-BIL - LGP,ReEDS
United States,2022,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,IRA-BIL - LGP,ReEDS
United States,2023,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,IRA-BIL - LGP,ReEDS
United States,2024,0,Capacity|Electricity|Gas|CC|w/ CCS,GW,IRA-BIL - LGP,ReEDS
United States,2025,0.3069,Capacity|Electricity|Gas|CC|w/ CCS,GW,IRA-BIL - LGP,ReEDS
United States,2026,0.6138,Capacity|Electricity|Gas|CC|w/ CCS,GW,IRA-BIL - LGP,ReEDS
United States,2027,0.9207,Capacity|Electricity|Gas|CC|w/ CCS,GW,IRA-BIL - LGP,ReEDS
United States,2028,1.2313,Capacity|Electricity|Gas|CC|w/ CCS,GW,IRA-BIL - LGP,ReEDS
United States,2029,1.2313,Capacity|Electricity|Gas|CC|w/ CCS,GW,IRA-BIL - LGP,ReEDS
United States,2030,1.2313,Capacity|Electricity|Gas|CC|w/ CCS,GW,IRA-BIL - LGP,ReEDS
United States,2022,283.3028,Capacity|Electricity|Gas|CC|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2023,287.9292,Capacity|Electricity|Gas|CC|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2024,292.2129,Capacity|Electricity|Gas|CC|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2025,295.3226,Capacity|Electricity|Gas|CC|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2026,297.1258,Capacity|Electricity|Gas|CC|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2027,303.4394,Capacity|Electricity|Gas|CC|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2028,313.0525,Capacity|Electricity|Gas|CC|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2029,311.3784,Capacity|Electricity|Gas|CC|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2030,310.1901,Capacity|Electricity|Gas|CC|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2022,130.0898,Capacity|Electricity|Gas|CT|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2023,130.9855,Capacity|Electricity|Gas|CT|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2024,122.5067,Capacity|Electricity|Gas|CT|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2025,121.3099,Capacity|Electricity|Gas|CT|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2026,119.7355,Capacity|Electricity|Gas|CT|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2027,118.2997,Capacity|Electricity|Gas|CT|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2028,117.4873,Capacity|Electricity|Gas|CT|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2029,116.7497,Capacity|Electricity|Gas|CT|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2030,115.1609,Capacity|Electricity|Gas|CT|w/o CCS,GW,IRA-BIL - LGP,ReEDS
United States,2022,2.9251,Capacity|Electricity|Geothermal,GW,IRA-BIL - LGP,ReEDS
United States,2023,2.9251,Capacity|Electricity|Geothermal,GW,IRA-BIL - LGP,ReEDS
United States,2024,2.9251,Capacity|Electricity|Geothermal,GW,IRA-BIL - LGP,ReEDS
United States,2025,2.9251,Capacity|Electricity|Geothermal,GW,IRA-BIL - LGP,ReEDS
United States,2026,2.9251,Capacity|Electricity|Geothermal,GW,IRA-BIL - LGP,ReEDS
United States,2027,3.7612,Capacity|Electricity|Geothermal,GW,IRA-BIL - LGP,ReEDS
United States,2028,3.7833,Capacity|Electricity|Geothermal,GW,IRA-BIL - LGP,ReEDS
United States,2029,3.8055,Capacity|Electricity|Geothermal,GW,IRA-BIL - LGP,ReEDS
United States,2030,3.8055,Capacity|Electricity|Geothermal,GW,IRA-BIL - LGP,ReEDS
United States,2022,80.8246,Capacity|Electricity|Hydro,GW,IRA-BIL - LGP,ReEDS
United States,2023,80.8856,Capacity|Electricity|Hydro,GW,IRA-BIL - LGP,ReEDS
United States,2024,80.957,Capacity|Electricity|Hydro,GW,IRA-BIL - LGP,ReEDS
United States,2025,82.7607,Capacity|Electricity|Hydro,GW,IRA-BIL - LGP,ReEDS
United States,2026,83.1662,Capacity|Electricity|Hydro,GW,IRA-BIL - LGP,ReEDS
United States,2027,84.017,Capacity|Electricity|Hydro,GW,IRA-BIL - LGP,ReEDS
United States,2028,84.2823,Capacity|Electricity|Hydro,GW,IRA-BIL - LGP,ReEDS
United States,2029,84.428,Capacity|Electricity|Hydro,GW,IRA-BIL - LGP,ReEDS
United States,2030,84.5776,Capacity|Electricity|Hydro,GW,IRA-BIL - LGP,ReEDS
United States,2022,96.9468,Capacity|Electricity|Nuclear,GW,IRA-BIL - LGP,ReEDS
United States,2023,96.9468,Capacity|Electricity|Nuclear,GW,IRA-BIL - LGP,ReEDS
United States,2024,96.9468,Capacity|Electricity|Nuclear,GW,IRA-BIL - LGP,ReEDS
United States,2025,96.9468,Capacity|Electricity|Nuclear,GW,IRA-BIL - LGP,ReEDS
United States,2026,96.9468,Capacity|Electricity|Nuclear,GW,IRA-BIL - LGP,ReEDS
United States,2027,96.9468,Capacity|Electricity|Nuclear,GW,IRA-BIL - LGP,ReEDS
United States,2028,96.9468,Capacity|Electricity|Nuclear,GW,IRA-BIL - LGP,ReEDS
United States,2029,95.8248,Capacity|Electricity|Nuclear,GW,IRA-BIL - LGP,ReEDS
United States,2030,94.7068,Capacity|Electricity|Nuclear,GW,IRA-BIL - LGP,ReEDS
United States,2022,0,Capacity|Electricity|Nuclear|SMR,GW,IRA-BIL - LGP,ReEDS
United States,2023,0,Capacity|Electricity|Nuclear|SMR,GW,IRA-BIL - LGP,ReEDS
United States,2024,0,Capacity|Electricity|Nuclear|SMR,GW,IRA-BIL - LGP,ReEDS
United States,2025,0,Capacity|Electricity|Nuclear|SMR,GW,IRA-BIL - LGP,ReEDS
United States,2026,0,Capacity|Electricity|Nuclear|SMR,GW,IRA-BIL - LGP,ReEDS
United States,2027,0.32,Capacity|Electricity|Nuclear|SMR,GW,IRA-BIL - LGP,ReEDS
United States,2028,0.665,Capacity|Electricity|Nuclear|SMR,GW,IRA-BIL - LGP,ReEDS
United States,2029,0.665,Capacity|Electricity|Nuclear|SMR,GW,IRA-BIL - LGP,ReEDS
United States,2030,1.385,Capacity|Electricity|Nuclear|SMR,GW,IRA-BIL - LGP,ReEDS
United States,2022,23.0612,Capacity|Electricity|Storage Capacity|PSH,GW,IRA-BIL - LGP,ReEDS
United States,2023,23.0612,Capacity|Electricity|Storage Capacity|PSH,GW,IRA-BIL - LGP,ReEDS
United States,2024,23.0612,Capacity|Electricity|Storage Capacity|PSH,GW,IRA-BIL - LGP,ReEDS
United States,2025,23.0612,Capacity|Electricity|Storage Capacity|PSH,GW,IRA-BIL - LGP,ReEDS
United States,2026,23.0612,Capacity|Electricity|Storage Capacity|PSH,GW,IRA-BIL - LGP,ReEDS
United States,2027,23.1558,Capacity|Electricity|Storage Capacity|PSH,GW,IRA-BIL - LGP,ReEDS
United States,2028,23.1284,Capacity|Electricity|Storage Capacity|PSH,GW,IRA-BIL - LGP,ReEDS
United States,2029,23.1273,Capacity|Electricity|Storage Capacity|PSH,GW,IRA-BIL - LGP,ReEDS
United States,2030,23.1371,Capacity|Electricity|Storage Capacity|PSH,GW,IRA-BIL - LGP,ReEDS
United States,2022,6.1187,Capacity|Electricity|Solar|PV|Utility-Scale,GW,IRA-BIL - LGP,ReEDS
United States,2023,97.392,Capacity|Electricity|Solar|PV|Utility-Scale,GW,IRA-BIL - LGP,ReEDS
United States,2024,114.9219,Capacity|Electricity|Solar|PV|Utility-Scale,GW,IRA-BIL - LGP,ReEDS
United States,2025,134.9979,Capacity|Electricity|Solar|PV|Utility-Scale,GW,IRA-BIL - LGP,ReEDS
United States,2026,165.8217,Capacity|Electricity|Solar|PV|Utility-Scale,GW,IRA-BIL - LGP,ReEDS
United States,2027,187.1276,Capacity|Electricity|Solar|PV|Utility-Scale,GW,IRA-BIL - LGP,ReEDS
United States,2028,214.7956,Capacity|Electricity|Solar|PV|Utility-Scale,GW,IRA-BIL - LGP,ReEDS
United States,2029,253.0998,Capacity|Electricity|Solar|PV|Utility-Scale,GW,IRA-BIL - LGP,ReEDS
United States,2030,306.8873,Capacity|Electricity|Solar|PV|Utility-Scale,GW,IRA-BIL - LGP,ReEDS
United States,2022,0.054,Capacity|Electricity|Wind|Offshore,GW,IRA-BIL - LGP,ReEDS
United States,2023,0.584,Capacity|Electricity|Wind|Offshore,GW,IRA-BIL - LGP,ReEDS
United States,2024,5.545,Capacity|Electricity|Wind|Offshore,GW,IRA-BIL - LGP,ReEDS
United States,2025,7.675,Capacity|Electricity|Wind|Offshore,GW,IRA-BIL - LGP,ReEDS
United States,2026,12.685,Capacity|Electricity|Wind|Offshore,GW,IRA-BIL - LGP,ReEDS
United States,2027,16.637,Capacity|Electricity|Wind|Offshore,GW,IRA-BIL - LGP,ReEDS
United States,2028,19.615,Capacity|Electricity|Wind|Offshore,GW,IRA-BIL - LGP,ReEDS
United States,2029,21.785,Capacity|Electricity|Wind|Offshore,GW,IRA-BIL - LGP,ReEDS
United States,2030,24.242,Capacity|Electricity|Wind|Offshore,GW,IRA-BIL - LGP,ReEDS
United States,2022,0,Capacity|Electricity|Wind|Onshore,GW,IRA-BIL - LGP,ReEDS
United States,2023,163.2238,Capacity|Electricity|Wind|Onshore,GW,IRA-BIL - LGP,ReEDS
United States,2024,173.8334,Capacity|Electricity|Wind|Onshore,GW,IRA-BIL - LGP,ReEDS
United States,2025,189.4931,Capacity|Electricity|Wind|Onshore,GW,IRA-BIL - LGP,ReEDS
United States,2026,209.6804,Capacity|Electricity|Wind|Onshore,GW,IRA-BIL - LGP,ReEDS
United States,2027,235.3475,Capacity|Electricity|Wind|Onshore,GW,IRA-BIL - LGP,ReEDS
United States,2028,256.4618,Capacity|Electricity|Wind|Onshore,GW,IRA-BIL - LGP,ReEDS
United States,2029,271.3508,Capacity|Electricity|Wind|Onshore,GW,IRA-BIL - LGP,ReEDS
United States,2030,290.4781,Capacity|Electricity|Wind|Onshore,GW,IRA-BIL - LGP,ReEDS
United States,2022,-0.005093352,Secondary Energy|Electricity|Storage|Battery,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,-0.004387018,Secondary Energy|Electricity|Storage|Battery,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,-0.005499886,Secondary Energy|Electricity|Storage|Battery,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,-0.005952542,Secondary Energy|Electricity|Storage|Battery,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,-0.007113168,Secondary Energy|Electricity|Storage|Battery,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,-0.012456889,Secondary Energy|Electricity|Storage|Battery,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,-0.028380233,Secondary Energy|Electricity|Storage|Battery,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,-0.042940876,Secondary Energy|Electricity|Storage|Battery,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,-0.071189564,Secondary Energy|Electricity|Storage|Battery,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,0.079143473,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,0.0648427,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,0.063034056,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,0.061546352,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,0.061517225,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,0.060755677,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,0.059386187,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,0.059053896,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,0.058054046,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,0,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,0,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,0,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,0.004945471,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,0.009890942,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,0.01483641,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,0.64103895,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,0.733913755,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,0.739913371,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,3.338800265,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,2.476560722,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,1.765360454,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,1.490346245,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,1.232475811,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,0.850156754,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,0.229192765,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,0.210322321,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,0.189504126,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,0.013138056,Secondary Energy|Electricity|Solar|CSP,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,0.013138056,Secondary Energy|Electricity|Solar|CSP,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,0.013138056,Secondary Energy|Electricity|Solar|CSP,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,0.01297957,Secondary Energy|Electricity|Solar|CSP,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,0.013123022,Secondary Energy|Electricity|Solar|CSP,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,0.012820874,Secondary Energy|Electricity|Solar|CSP,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,0.013138056,Secondary Energy|Electricity|Solar|CSP,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,0.013129236,Secondary Energy|Electricity|Solar|CSP,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,0.013138056,Secondary Energy|Electricity|Solar|CSP,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,0.158989698,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,0.202532965,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,0.204860286,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,0.26251119,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,0.288617861,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,0.326543461,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,0.390518917,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,0.455934686,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,0.472613645,Secondary Energy|Electricity|Solar|PV|Rooftop,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,0,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,0.00726377,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,0.014527541,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,0.021791311,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,0.029154794,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,0.029150762,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,0.029150762,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,4.547513408,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,4.878481723,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,5.38791106,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,5.291639075,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,5.106561152,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,4.916254176,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,4.490868118,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,4.105481414,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,3.642838308,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,0.247136501,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,0.247845524,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,0.231802358,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,0.229537807,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,0.226558793,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,0.223842028,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,0.222304838,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,0.22090918,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,0.21790283,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,0.011798982,Secondary Energy|Electricity|Geothermal,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,0.011798982,Secondary Energy|Electricity|Geothermal,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,0.011798982,Secondary Energy|Electricity|Geothermal,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,0.011798982,Secondary Energy|Electricity|Geothermal,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,0.011798982,Secondary Energy|Electricity|Geothermal,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,0.034214555,Secondary Energy|Electricity|Geothermal,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,0.034808378,Secondary Energy|Electricity|Geothermal,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,0.035402202,Secondary Energy|Electricity|Geothermal,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,0.035402202,Secondary Energy|Electricity|Geothermal,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,1.041858724,Secondary Energy|Electricity|Hydro,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,1.046179138,Secondary Energy|Electricity|Hydro,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,1.047001363,Secondary Energy|Electricity|Hydro,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,1.074330734,Secondary Energy|Electricity|Hydro,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,1.078268004,Secondary Energy|Electricity|Hydro,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,1.088553388,Secondary Energy|Electricity|Hydro,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,1.091153632,Secondary Energy|Electricity|Hydro,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,1.092971819,Secondary Energy|Electricity|Hydro,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,1.093201448,Secondary Energy|Electricity|Hydro,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,2.805557796,Secondary Energy|Electricity|Nuclear,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,2.805557796,Secondary Energy|Electricity|Nuclear,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,2.806152584,Secondary Energy|Electricity|Nuclear,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,2.807257838,Secondary Energy|Electricity|Nuclear,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,2.809397542,Secondary Energy|Electricity|Nuclear,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,2.800656497,Secondary Energy|Electricity|Nuclear,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,2.785611409,Secondary Energy|Electricity|Nuclear,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,2.739020947,Secondary Energy|Electricity|Nuclear,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,2.69715298,Secondary Energy|Electricity|Nuclear,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,0,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,0.009275551,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,0.016288873,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,0.01618731,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,0.032970892,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,-0.018197921,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,-0.017111516,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2024,-0.021331717,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2025,-0.022385466,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2026,-0.025345069,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2027,-0.02908795,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2028,-0.032148133,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2029,-0.031118112,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2030,-0.026282088,Secondary Energy|Electricity|Nuclear|SMR,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2022,0.6094944,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,IRA-BIL - LGP,ReEDS
United States,2023,0.798679012,Secondary Energy|Electricity|Solar|PV|Utility-Scale,EJ/yr,IRA-BIL - LGP,ReEDS
