"","Year","Scenario","Minimum","Maximum","Median"
"1",2030,"IRA",262.94660074026,376.431038744444,283.835376380496
"2",2030,"Difference",-10.963681239,17.8919916880413,-1.03224563418831
"3",2030,"No IRA",245.054609052218,362.590236361111,287.337518915729
"4",2035,"IRA",245.9936687544,415.060707638889,288.111329636507
"5",2035,"Difference",-31.905526016,28.1771421610549,-1.61805398540349
"6",2035,"No IRA",261.773192991379,404.434500594444,285.597296045694
