"","Year","Scenario","Minimum","Maximum","Median"
"1",2030,"IRA",3.70695111111111e-08,425.708170452632,118.798805994212
"2",2030,"Difference",8.66183888888888e-09,422.443678169215,97.3988153690144
"3",2030,"No IRA",0,26.7180724406372,1.42038361111111e-08
"4",2035,"IRA",9.24105e-08,1310.73999636894,136.332360561898
"5",2035,"Difference",-0.9478,1310.73999636894,114.9323699367
"6",2035,"No IRA",0,26.7180724406372,0
