"","Year","Scenario","Minimum","Maximum","Median"
"1",2030,"IRA",68.2963547088384,532.937344891311,241.921510772668
"2",2030,"Difference",-591.776211582899,-146.782744092768,-246.247397927428
"3",2030,"No IRA",342.875199423364,827.530103506065,573.964949307517
"4",2035,"IRA",0.00409816812356443,473.853197086755,161.708677832642
"5",2035,"Difference",-648.335257894527,-180.355926837825,-297.209231389625
"6",2035,"No IRA",316.186536931387,752.124267041416,460.298361124583
