scenario,region,var,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,Units
IRA,USA,Capacity|Electricity|Storage,0,0,0,0,0.02267193,0.125775304,0.429308251,1.592763825,3.324776446,10.45299023,13.64223427,GW
IRA_HighEnergySupply,USA,Capacity|Electricity|Storage,0,0,0,0,0.02267193,0.110736381,0.40435534,1.273189371,3.573836251,8.441003932,10.85142377,GW
IRA_LowEnergySupply,USA,Capacity|Electricity|Storage,0,0,0,0,0.02267193,0.233776478,0.616704243,2.517361111,2.704551941,15.37458777,19.59868087,GW
IRA_HighGrowth,USA,Capacity|Electricity|Storage,0,0,0,0,0.02267193,0.156078767,0.536310249,1.99765189,4.232115677,12.24262747,15.96524607,GW
IRA_LowGrowth,USA,Capacity|Electricity|Storage,0,0,0,0,0.02267193,0.098063134,0.32744213,1.203055238,2.452118214,8.9124017,11.83537861,GW
IRA_AdvancedTech,USA,Capacity|Electricity|Storage,0,0,0,0,0.022725013,0.185456462,0.870457572,3.76638445,6.231473554,20.89404173,24.19996195,GW
NoIRA,USA,Capacity|Electricity|Storage,0,0,0,0,0.02267193,0.131777809,0.392641584,1.482358257,3.756578196,8.459324264,12.82675355,GW
IRA,USA,Capacity|Electricity|Hydro,77.95432204,77.75256849,74.84763445,71.63757293,72.30284437,72.96819508,73.63346651,74.29873795,74.96408866,75.6293601,76.29471081,GW
IRA_HighEnergySupply,USA,Capacity|Electricity|Hydro,77.95432204,77.75256849,74.84763445,71.63757293,72.30284437,72.96819508,73.63346651,74.29873795,74.96408866,75.6293601,76.29471081,GW
IRA_LowEnergySupply,USA,Capacity|Electricity|Hydro,77.95432204,77.75256849,74.84763445,71.63757293,72.30284437,72.96819508,73.63346651,74.29873795,74.96408866,75.6293601,76.29471081,GW
IRA_HighGrowth,USA,Capacity|Electricity|Hydro,77.95432204,77.75256849,74.84763445,71.63757293,72.30284437,72.96819508,73.63346651,74.29873795,74.96408866,75.6293601,76.29471081,GW
IRA_LowGrowth,USA,Capacity|Electricity|Hydro,77.95432204,77.75256849,74.84763445,71.63757293,72.30284437,72.96819508,73.63346651,74.29873795,74.96408866,75.6293601,76.29471081,GW
IRA_AdvancedTech,USA,Capacity|Electricity|Hydro,77.95432204,77.75256849,74.84763445,71.63757293,72.30284437,72.96819508,73.63346651,74.29873795,74.96408866,75.6293601,76.29471081,GW
NoIRA,USA,Capacity|Electricity|Hydro,77.95432204,77.75256849,74.84763445,71.63757293,72.30284437,72.96819508,73.63346651,74.29873795,74.96408866,75.6293601,76.29471081,GW
