"model","scenario","unit","year","datasrc","variable","region","value"
"REGEN-EPRI","No IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1532.15158500712
"REGEN-EPRI","No IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",1125.0574146029
"REGEN-EPRI","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Buildings","United States",494.918715702622
"REGEN-EPRI","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Industry and Fuel Production","United States",912.419258683739
"REGEN-EPRI","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1378.55316880469
"REGEN-EPRI","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",1097.15035473422
"RIO-REPEAT","IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2","United States",3693
"RIO-REPEAT","IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Buildings","United States",590
"RIO-REPEAT","IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Industry and Fuel Production","United States",737
"RIO-REPEAT","IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1519
"RIO-REPEAT","IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",741
"RIO-REPEAT","IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2","United States",2763
"RIO-REPEAT","IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Buildings","United States",531
"RIO-REPEAT","IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Industry and Fuel Production","United States",611
"RIO-REPEAT","IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1141
"RIO-REPEAT","IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",370
"RIO-REPEAT","No IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2","United States",4156
"RIO-REPEAT","No IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Buildings","United States",638
"RIO-REPEAT","No IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Industry and Fuel Production","United States",833
"RIO-REPEAT","No IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1598
"RIO-REPEAT","No IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",981
"RIO-REPEAT","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2","United States",3710
"RIO-REPEAT","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Buildings","United States",630
"RIO-REPEAT","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Industry and Fuel Production","United States",847
"RIO-REPEAT","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1348
"RIO-REPEAT","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",775
"ReEDS-NREL","IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",413.513524771282
"ReEDS-NREL","IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",323.38378502023
"ReEDS-NREL","No IRA","Mt CO2/yr",2030,"ReEDS_compiled.csv","Emissions|CO2|Energy|Supply|Electricity","usa",1238.2
"ReEDS-NREL","No IRA","Mt CO2/yr",2030,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",1238.16547546738
"ReEDS-NREL","No IRA","Mt CO2/yr",2035,"bistline_ira_tall.csv","Emissions|CO2|Energy|Supply|Electricity","United States",1165.17798641427
"Scout-LEEP","IRA","Mt CO2/yr",2030,"2023-03-30_data_IAMC_format-IRA_USAonly.xlsx","Emissions|CO2|Energy|Demand|Buildings","United States",523.697083011969
"Scout-LEEP","IRA","Mt CO2/yr",2035,"2023-03-30_data_IAMC_format-IRA_USAonly.xlsx","Emissions|CO2|Energy|Demand|Buildings","United States",482.249831560619
"Scout-LEEP","No IRA","Mt CO2/yr",2030,"2023-03-30_data_IAMC_format-IRA_USAonly.xlsx","Emissions|CO2|Energy|Demand|Buildings","United States",567.583261376151
"Scout-LEEP","No IRA","Mt CO2/yr",2035,"2023-03-30_data_IAMC_format-IRA_USAonly.xlsx","Emissions|CO2|Energy|Demand|Buildings","United States",557.830655132603
"USREP-ReEDS","IRA","Mt CO2/yr",2030,"usrep_reeds_allscen.csv","Emissions|CO2","United States",3493.680895
"USREP-ReEDS","IRA","Mt CO2/yr",2030,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Demand|Buildings","United States",388.893059
"USREP-ReEDS","IRA","Mt CO2/yr",2030,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1579.671963
"USREP-ReEDS","IRA","Mt CO2/yr",2030,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Supply|Electricity","United States",616.834498
"USREP-ReEDS","IRA","Mt CO2/yr",2035,"usrep_reeds_allscen.csv","Emissions|CO2","United States",3231.66939
"USREP-ReEDS","IRA","Mt CO2/yr",2035,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Demand|Buildings","United States",329.9671054
"USREP-ReEDS","IRA","Mt CO2/yr",2035,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1463.246708
"USREP-ReEDS","IRA","Mt CO2/yr",2035,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Supply|Electricity","United States",488.0122266
"USREP-ReEDS","No IRA","Mt CO2/yr",2030,"usrep_reeds_allscen.csv","Emissions|CO2","United States",4231.719803
"USREP-ReEDS","No IRA","Mt CO2/yr",2030,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Demand|Buildings","United States",436.6063889
"USREP-ReEDS","No IRA","Mt CO2/yr",2030,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1585.987648
"USREP-ReEDS","No IRA","Mt CO2/yr",2030,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Supply|Electricity","United States",1154.603142
"USREP-ReEDS","No IRA","Mt CO2/yr",2035,"usrep_reeds_allscen.csv","Emissions|CO2","United States",4012.490192
"USREP-ReEDS","No IRA","Mt CO2/yr",2035,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Demand|Buildings","United States",382.1598693
"USREP-ReEDS","No IRA","Mt CO2/yr",2035,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Demand|Transportation","United States",1501.130071
"USREP-ReEDS","No IRA","Mt CO2/yr",2035,"usrep_reeds_allscen.csv","Emissions|CO2|Energy|Supply|Electricity","United States",1060.287391
"USREP-ReEDS","IRA","Mt CO2/yr",2030,"calculated","Emissions|CO2|Energy|Demand|Industry and Fuel Production","United States",902.40854633
"USREP-ReEDS","IRA","Mt CO2/yr",2035,"calculated","Emissions|CO2|Energy|Demand|Industry and Fuel Production","United States",938.20098279
"USREP-ReEDS","No IRA","Mt CO2/yr",2030,"calculated","Emissions|CO2|Energy|Demand|Industry and Fuel Production","United States",951.62160827
"USREP-ReEDS","No IRA","Mt CO2/yr",2035,"calculated","Emissions|CO2|Energy|Demand|Industry and Fuel Production","United States",946.46016115
"NEMS-OP","IRA","Mt CO2/yr",2030,"calculated w/ GCAM-PNNL values","Emissions|CO2","United States",3836.38348433595
"NEMS-OP","IRA","Mt CO2/yr",2035,"calculated w/ GCAM-PNNL values","Emissions|CO2","United States",3402.58860082152
"NEMS-OP","No IRA","Mt CO2/yr",2030,"calculated w/ GCAM-PNNL values","Emissions|CO2","United States",4330.458905
"NEMS-OP","No IRA","Mt CO2/yr",2035,"calculated w/ GCAM-PNNL values","Emissions|CO2","United States",4114.083147
"REGEN-EPRI","IRA","Mt CO2/yr",2030,"calculated w/ GCAM-PNNL values","Emissions|CO2","United States",3990.38178732904
"REGEN-EPRI","IRA","Mt CO2/yr",2035,"calculated w/ GCAM-PNNL values","Emissions|CO2","United States",3224.40184675108
"REGEN-EPRI","No IRA","Mt CO2/yr",2030,"calculated w/ GCAM-PNNL values","Emissions|CO2","United States",4187.81822874878
"REGEN-EPRI","No IRA","Mt CO2/yr",2035,"calculated w/ GCAM-PNNL values","Emissions|CO2","United States",3948.07703792527
