scenario,model,variable,unit,year,value,region
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,104.7,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,10.5,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,122.2,United States
IRA,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2040,21.7,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,133.99529,United States
Reference,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2045,NA,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,0,United States
Reference,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,0,United States
Reference,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,29.04,United States
Reference,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2045,NA,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,7.918,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0.5818,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,19.45,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,1.7,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,0.75,United States
Reference,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,233.37292,United States
IRA,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2045,NA,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,0,United States
IRA,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,0,United States
IRA,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,27.7159,United States
IRA,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2045,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2045,NA,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,7.56,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,0.09,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2045,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2045,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2045,104.65,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2045,5.55,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2045,122.1,United States
IRA,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2045,25.7,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,133.99526,United States
Reference,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2050,NA,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,0,United States
Reference,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,0,United States
Reference,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,29.75,United States
Reference,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2050,NA,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,8.4642,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,1.3368,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,21.7,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0.2,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,0.8,United States
Reference,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,234.85301,United States
IRA,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2050,NA,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,0,United States
IRA,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,0,United States
IRA,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,27.6978,United States
IRA,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2050,NA,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,8.27,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,0.03,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2050,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2050,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2050,104.6,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2050,0.6,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2050,122,United States
IRA,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2050,29.7,United States
Reference,EPS-EI,Final Energy|Industry,EJ/yr,2025,3.81697506,United States
Reference,EPS-EI,Final Energy|Buildings,EJ/yr,2025,10.62110124,United States
Reference,GCAM-CGS,Final Energy|Industry,EJ/yr,2025,3.138950794,United States
Reference,GCAM-CGS,Final Energy|Buildings,EJ/yr,2025,11.03611787,United States
Reference,Haiku-RFF,Final Energy|Industry,EJ/yr,2025,3.519799442,United States
Reference,Haiku-RFF,Final Energy|Buildings,EJ/yr,2025,10.33350484,United States
Reference,IPM-NRDC,Final Energy|Industry,EJ/yr,2025,3.74443286,United States
Reference,IPM-NRDC,Final Energy|Buildings,EJ/yr,2025,10.3292934,United States
Reference,MARKAL-NETL,Final Energy|Industry,EJ/yr,2025,3.001582401,United States
Reference,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2025,12.2535398,United States
Reference,NEMS-RHG,Final Energy|Industry,EJ/yr,2025,3.569710475,United States
Reference,NEMS-RHG,Final Energy|Buildings,EJ/yr,2025,10.22616694,United States
Reference,ReEDS-NREL,Final Energy|Industry,EJ/yr,2025,NA,United States
Reference,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2025,NA,United States
Reference,REGEN-EPRI,Final Energy|Industry,EJ/yr,2025,4.926232476,United States
Reference,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2025,8.654014584,United States
Reference,RIO-REPEAT,Final Energy|Industry,EJ/yr,2025,3.6324,United States
Reference,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2025,10.4814,United States
IRA,EPS-EI,Final Energy|Industry,EJ/yr,2025,3.806064036,United States
IRA,EPS-EI,Final Energy|Buildings,EJ/yr,2025,10.73668212,United States
IRA,GCAM-CGS,Final Energy|Industry,EJ/yr,2025,3.359715276,United States
IRA,GCAM-CGS,Final Energy|Buildings,EJ/yr,2025,11.07401901,United States
IRA,Haiku-RFF,Final Energy|Industry,EJ/yr,2025,3.519799442,United States
IRA,Haiku-RFF,Final Energy|Buildings,EJ/yr,2025,10.33350484,United States
IRA,IPM-NRDC,Final Energy|Industry,EJ/yr,2025,3.74443286,United States
IRA,IPM-NRDC,Final Energy|Buildings,EJ/yr,2025,10.3292934,United States
IRA,MARKAL-NETL,Final Energy|Industry,EJ/yr,2025,3.008082406,United States
IRA,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2025,12.09702968,United States
IRA,NEMS-RHG,Final Energy|Industry,EJ/yr,2025,3.565565111,United States
IRA,NEMS-RHG,Final Energy|Buildings,EJ/yr,2025,10.13866523,United States
IRA,ReEDS-NREL,Final Energy|Industry,EJ/yr,2025,NA,United States
IRA,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2025,NA,United States
IRA,REGEN-EPRI,Final Energy|Industry,EJ/yr,2025,5.001008368,United States
IRA,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2025,8.733844444,United States
IRA,RIO-REPEAT,Final Energy|Industry,EJ/yr,2025,3.6522,United States
IRA,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2025,10.4922,United States
Reference,EPS-EI,Final Energy|Industry,EJ/yr,2030,3.850700724,United States
Reference,EPS-EI,Final Energy|Buildings,EJ/yr,2030,10.87719372,United States
Reference,GCAM-CGS,Final Energy|Industry,EJ/yr,2030,3.497168079,United States
Reference,GCAM-CGS,Final Energy|Buildings,EJ/yr,2030,11.43391203,United States
Reference,Haiku-RFF,Final Energy|Industry,EJ/yr,2030,3.685770198,United States
Reference,Haiku-RFF,Final Energy|Buildings,EJ/yr,2030,10.52429355,United States
Reference,IPM-NRDC,Final Energy|Industry,EJ/yr,2030,3.849300878,United States
Reference,IPM-NRDC,Final Energy|Buildings,EJ/yr,2030,10.48293896,United States
Reference,MARKAL-NETL,Final Energy|Industry,EJ/yr,2030,3.090082472,United States
Reference,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2030,12.81361025,United States
Reference,NEMS-RHG,Final Energy|Industry,EJ/yr,2030,3.572449146,United States
Reference,NEMS-RHG,Final Energy|Buildings,EJ/yr,2030,10.2192627,United States
Reference,ReEDS-NREL,Final Energy|Industry,EJ/yr,2030,NA,United States
Reference,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2030,NA,United States
Reference,REGEN-EPRI,Final Energy|Industry,EJ/yr,2030,5.037424916,United States
Reference,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2030,8.416427314,United States
Reference,RIO-REPEAT,Final Energy|Industry,EJ/yr,2030,3.7404,United States
Reference,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2030,10.7496,United States
IRA,EPS-EI,Final Energy|Industry,EJ/yr,2030,3.835590552,United States
IRA,EPS-EI,Final Energy|Buildings,EJ/yr,2030,11.07346824,United States
