"","scenario","model","variable","unit","year","value"
"498","Reference","NEMS-RHG","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"499","IRA","ReEDS-NREL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"500","Reference","ReEDS-NREL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"501","IRA","REGEN-EPRI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"502","Reference","REGEN-EPRI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"503","IRA","RIO-REPEAT","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"504","Reference","RIO-REPEAT","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"505","IRA","EPS-EI","Emissions|CO2|Other","Mt-CO2e/yr","2045",74.2917
"506","Reference","EPS-EI","Emissions|CO2|Other","Mt-CO2e/yr","2045",74.9434
"507","IRA","GCAM-CGS","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"508","Reference","GCAM-CGS","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"509","IRA","Haiku-RFF","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"510","Reference","Haiku-RFF","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"511","IRA","IPM-NRDC","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"512","Reference","IPM-NRDC","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"513","IRA","MARKAL-NETL","Emissions|CO2|Other","Mt-CO2e/yr","2045",0
"514","Reference","MARKAL-NETL","Emissions|CO2|Other","Mt-CO2e/yr","2045",0
"515","IRA","NEMS-RHG","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"516","Reference","NEMS-RHG","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"517","IRA","ReEDS-NREL","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"518","Reference","ReEDS-NREL","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"519","IRA","REGEN-EPRI","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"520","Reference","REGEN-EPRI","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"521","IRA","RIO-REPEAT","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"522","Reference","RIO-REPEAT","Emissions|CO2|Other","Mt-CO2e/yr","2045",NA
"523","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",1062.508582
"524","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",1063.247165
"525","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"526","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"527","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"528","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"529","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"530","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"531","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",1222.73
"532","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",1235.58
"533","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"534","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"535","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"536","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",NA
"537","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",1020.35094247386
"538","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",1092.98366133921
"539","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",704
"540","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2045",976
"541","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",513.735
"542","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",542.001
"543","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"544","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"545","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"546","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"547","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"548","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"549","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",276.94
"550","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",281.81
"551","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"552","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"553","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"554","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",NA
"555","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",400.860830861328
"556","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",430.568173121259
"557","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",479
"558","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2050",639
"559","IRA","EPS-EI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",395.069
"560","Reference","EPS-EI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",1247.84
"561","IRA","GCAM-CGS","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",NA
"562","Reference","GCAM-CGS","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",NA
"563","IRA","Haiku-RFF","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",NA
"564","Reference","Haiku-RFF","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",NA
"565","IRA","IPM-NRDC","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",62.070147930754
"566","Reference","IPM-NRDC","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",598.254323447492
"567","IRA","MARKAL-NETL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",502.46
"568","Reference","MARKAL-NETL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",1528.36
"569","IRA","NEMS-RHG","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",NA
"570","Reference","NEMS-RHG","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",NA
"571","IRA","ReEDS-NREL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",NA
"572","Reference","ReEDS-NREL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",NA
"573","IRA","REGEN-EPRI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",415.695339350015
"574","Reference","REGEN-EPRI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",1000.42380319466
"575","IRA","RIO-REPEAT","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",774
"576","Reference","RIO-REPEAT","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2050",733
"577","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",821.72209
"578","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",887.55632
"579","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"580","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"581","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"582","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"583","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"584","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"585","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",1167.05
"586","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",1280.84
"587","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"588","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"589","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"590","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",NA
"591","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",685.154808224993
"592","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",810.217005598698
"593","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",716
"594","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2050",930
"595","IRA","EPS-EI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",348.92211
"596","Reference","EPS-EI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",407.80138
"597","IRA","GCAM-CGS","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"598","Reference","GCAM-CGS","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"599","IRA","Haiku-RFF","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"600","Reference","Haiku-RFF","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"601","IRA","IPM-NRDC","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"602","Reference","IPM-NRDC","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"603","IRA","MARKAL-NETL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",29.9
"604","Reference","MARKAL-NETL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",32.06
"605","IRA","NEMS-RHG","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"606","Reference","NEMS-RHG","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"607","IRA","ReEDS-NREL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"608","Reference","ReEDS-NREL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"609","IRA","REGEN-EPRI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"610","Reference","REGEN-EPRI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"611","IRA","RIO-REPEAT","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"612","Reference","RIO-REPEAT","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2050",NA
"613","IRA","EPS-EI","Emissions|CO2|Other","Mt-CO2e/yr","2050",75.736
"614","Reference","EPS-EI","Emissions|CO2|Other","Mt-CO2e/yr","2050",76.2819
"615","IRA","GCAM-CGS","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"616","Reference","GCAM-CGS","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"617","IRA","Haiku-RFF","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"618","Reference","Haiku-RFF","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"619","IRA","IPM-NRDC","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"620","Reference","IPM-NRDC","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"621","IRA","MARKAL-NETL","Emissions|CO2|Other","Mt-CO2e/yr","2050",0
"622","Reference","MARKAL-NETL","Emissions|CO2|Other","Mt-CO2e/yr","2050",0
"623","IRA","NEMS-RHG","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"624","Reference","NEMS-RHG","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"625","IRA","ReEDS-NREL","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"626","Reference","ReEDS-NREL","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"627","IRA","REGEN-EPRI","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"628","Reference","REGEN-EPRI","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"629","IRA","RIO-REPEAT","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"630","Reference","RIO-REPEAT","Emissions|CO2|Other","Mt-CO2e/yr","2050",NA
"631","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",1041.915197
"632","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",1030.043452
"633","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"634","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"635","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"636","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"637","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"638","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"639","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",1084.3
"640","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",1097.25
"641","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"642","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"643","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"644","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",NA
"645","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",900.046390196416
"646","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",969.800716631165
"647","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",555
"648","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2050",811
"649","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"650","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"651","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"652","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",29.813845
"653","Reference","EPS-EI","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"654","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"655","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"656","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",10.4340694333333
"657","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",3.080253
"658","Reference","GCAM-CGS","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"659","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"660","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"661","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"662","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"663","Reference","Haiku-RFF","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"664","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"665","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"666","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"667","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"668","Reference","IPM-NRDC","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"669","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"670","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"671","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"672","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"673","Reference","MARKAL-NETL","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"674","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",NA
"675","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"676","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"677","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"678","Reference","NEMS-RHG","Carbon Sequestration|Other","Mt-CO2/yr","2025",1.35
"679","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"680","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"681","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"682","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"683","Reference","ReEDS-NREL","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"684","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"685","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0.0583
"686","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"687","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"688","Reference","REGEN-EPRI","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"689","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"690","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",7.8
"691","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",6.5
"692","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0.15
"693","Reference","RIO-REPEAT","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"694","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"695","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"696","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"697","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",29.594995
"698","IRA","EPS-EI","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"699","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"700","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"701","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",28.5063960096667
"702","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",18.206821633
"703","IRA","GCAM-CGS","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"704","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"705","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"706","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"707","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"708","IRA","Haiku-RFF","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"709","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"710","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"711","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"712","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"713","IRA","IPM-NRDC","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"714","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"715","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"716","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"717","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"718","IRA","MARKAL-NETL","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"719","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",NA
"720","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0
"721","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"722","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",1.561300149
"723","IRA","NEMS-RHG","Carbon Sequestration|Other","Mt-CO2/yr","2025",1.35
"724","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",NA
"725","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",NA
"726","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",NA
"727","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",NA
"728","IRA","ReEDS-NREL","Carbon Sequestration|Other","Mt-CO2/yr","2025",NA
"729","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0.09
"730","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",0.06
"731","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",0
"732","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",0
"733","IRA","REGEN-EPRI","Carbon Sequestration|Other","Mt-CO2/yr","2025",0
"734","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2025",0
"735","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2025",71.9
"736","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2025",6.7
"737","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2025",2.9
"738","IRA","RIO-REPEAT","Carbon Sequestration|Other","Mt-CO2/yr","2025",5.5
"739","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"740","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"741","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"742","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",74.15254
