"","scenario","model","variable","unit","year","value"
"243","IRA","MARKAL-NETL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",824.71
"244","Reference","MARKAL-NETL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",1430.05
"245","IRA","NEMS-RHG","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",588.535589412373
"246","Reference","NEMS-RHG","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",906.244227830616
"247","IRA","ReEDS-NREL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",395.154240897733
"248","Reference","ReEDS-NREL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",1342.37740003184
"249","IRA","REGEN-EPRI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",500.03751964597
"250","Reference","REGEN-EPRI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",1097.15035473422
"251","IRA","RIO-REPEAT","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",368
"252","Reference","RIO-REPEAT","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2035",775
"253","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",753.265733
"254","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",835.90834
"255","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",1063.6926035448
"256","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",1222.12174799319
"257","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",NA
"258","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",NA
"259","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",NA
"260","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",NA
"261","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",1111.22
"262","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",1134.03
"263","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",702.814265742925
"264","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",827.112770846044
"265","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",NA
"266","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",NA
"267","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",863.950637741897
"268","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",912.419258683739
"269","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",610
"270","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2035",847
"271","IRA","EPS-EI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",288.726267
"272","Reference","EPS-EI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",355.00466
"273","IRA","GCAM-CGS","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",26.65
"274","Reference","GCAM-CGS","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",32.7641897262034
"275","IRA","Haiku-RFF","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"276","Reference","Haiku-RFF","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"277","IRA","IPM-NRDC","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"278","Reference","IPM-NRDC","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"279","IRA","MARKAL-NETL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",29.28
"280","Reference","MARKAL-NETL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",29.53
"281","IRA","NEMS-RHG","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",373.269324980151
"282","Reference","NEMS-RHG","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",385.064880722302
"283","IRA","ReEDS-NREL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"284","Reference","ReEDS-NREL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"285","IRA","REGEN-EPRI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"286","Reference","REGEN-EPRI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"287","IRA","RIO-REPEAT","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"288","Reference","RIO-REPEAT","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2035",NA
"289","IRA","EPS-EI","Emissions|CO2|Other","Mt-CO2e/yr","2035",71.9144
"290","Reference","EPS-EI","Emissions|CO2|Other","Mt-CO2e/yr","2035",72.4701
"291","IRA","GCAM-CGS","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"292","Reference","GCAM-CGS","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"293","IRA","Haiku-RFF","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"294","Reference","Haiku-RFF","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"295","IRA","IPM-NRDC","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"296","Reference","IPM-NRDC","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"297","IRA","MARKAL-NETL","Emissions|CO2|Other","Mt-CO2e/yr","2035",0
"298","Reference","MARKAL-NETL","Emissions|CO2|Other","Mt-CO2e/yr","2035",0
"299","IRA","NEMS-RHG","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"300","Reference","NEMS-RHG","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"301","IRA","ReEDS-NREL","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"302","Reference","ReEDS-NREL","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"303","IRA","REGEN-EPRI","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"304","Reference","REGEN-EPRI","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"305","IRA","RIO-REPEAT","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"306","Reference","RIO-REPEAT","Emissions|CO2|Other","Mt-CO2e/yr","2035",NA
"307","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1195.014895
"308","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1234.004451
"309","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1282.9675605035
"310","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1306.29323674977
"311","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",NA
"312","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",NA
"313","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",NA
"314","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",NA
"315","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1304.67
"316","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1322.3
"317","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1346.04203961727
"318","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1385.12927513821
"319","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",NA
"320","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",NA
"321","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1325.66303477685
"322","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1378.55316880469
"323","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1141
"324","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2035",1348
"325","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",512.601
"326","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",547.564
"327","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"328","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"329","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"330","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"331","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"332","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"333","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",271.21
"334","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",276.65
"335","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"336","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"337","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"338","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",NA
"339","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",450.703496990792
"340","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",475.501140554583
"341","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",492
"342","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2040",626
"343","IRA","EPS-EI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",242.487
"344","Reference","EPS-EI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",1212.21
"345","IRA","GCAM-CGS","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",NA
"346","Reference","GCAM-CGS","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",NA
"347","IRA","Haiku-RFF","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",698.08684987045
"348","Reference","Haiku-RFF","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",1122.93204290636
"349","IRA","IPM-NRDC","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",581.149594028222
"350","Reference","IPM-NRDC","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",772.011396021653
"351","IRA","MARKAL-NETL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",704.1
"352","Reference","MARKAL-NETL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",1440.31
"353","IRA","NEMS-RHG","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",NA
"354","Reference","NEMS-RHG","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",NA
"355","IRA","ReEDS-NREL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",460.028509962669
"356","Reference","ReEDS-NREL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",1321.96701467538
"357","IRA","REGEN-EPRI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",581.589897148429
"358","Reference","REGEN-EPRI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",1231.51108818555
"359","IRA","RIO-REPEAT","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",548
"360","Reference","RIO-REPEAT","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2040",742
"361","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",773.541269
"362","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",851.49551
"363","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"364","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"365","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"366","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"367","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"368","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"369","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",1130.2
"370","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",1188.41
"371","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"372","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"373","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"374","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",NA
"375","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",810.552480080971
"376","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",890.088843222627
"377","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",653
"378","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2040",875
"379","IRA","EPS-EI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",307.682031
"380","Reference","EPS-EI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",373.61139
"381","IRA","GCAM-CGS","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"382","Reference","GCAM-CGS","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"383","IRA","Haiku-RFF","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"384","Reference","Haiku-RFF","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"385","IRA","IPM-NRDC","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"386","Reference","IPM-NRDC","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"387","IRA","MARKAL-NETL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",29.24
"388","Reference","MARKAL-NETL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",29.78
"389","IRA","NEMS-RHG","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"390","Reference","NEMS-RHG","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"391","IRA","ReEDS-NREL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"392","Reference","ReEDS-NREL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"393","IRA","REGEN-EPRI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"394","Reference","REGEN-EPRI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"395","IRA","RIO-REPEAT","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"396","Reference","RIO-REPEAT","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2040",NA
"397","IRA","EPS-EI","Emissions|CO2|Other","Mt-CO2e/yr","2040",73.4377
"398","Reference","EPS-EI","Emissions|CO2|Other","Mt-CO2e/yr","2040",73.8535
"399","IRA","GCAM-CGS","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"400","Reference","GCAM-CGS","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"401","IRA","Haiku-RFF","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"402","Reference","Haiku-RFF","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"403","IRA","IPM-NRDC","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"404","Reference","IPM-NRDC","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"405","IRA","MARKAL-NETL","Emissions|CO2|Other","Mt-CO2e/yr","2040",0
"406","Reference","MARKAL-NETL","Emissions|CO2|Other","Mt-CO2e/yr","2040",0
"407","IRA","NEMS-RHG","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"408","Reference","NEMS-RHG","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"409","IRA","ReEDS-NREL","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"410","Reference","ReEDS-NREL","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"411","IRA","REGEN-EPRI","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"412","Reference","REGEN-EPRI","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"413","IRA","RIO-REPEAT","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"414","Reference","RIO-REPEAT","Emissions|CO2|Other","Mt-CO2e/yr","2040",NA
"415","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",1091.650744
"416","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",1122.167789
"417","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"418","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"419","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"420","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"421","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"422","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"423","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",1238.49
"424","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",1254.73
"425","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"426","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"427","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"428","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",NA
"429","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",1155.41666866631
"430","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",1223.08444983404
"431","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",853
"432","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Transportation","Mt-CO2e/yr","2040",1141
"433","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",513.65
"434","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",544.832
"435","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"436","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"437","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"438","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"439","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"440","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"441","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",275.28
"442","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",283.31
"443","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"444","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"445","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"446","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",NA
"447","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",425.513637603932
"448","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",454.505111356332
"449","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",485.5
"450","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Buildings","Mt-CO2e/yr","2045",632.5
"451","IRA","EPS-EI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",290.312
"452","Reference","EPS-EI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",1222.54
"453","IRA","GCAM-CGS","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",NA
"454","Reference","GCAM-CGS","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",NA
"455","IRA","Haiku-RFF","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",697.992680635347
"456","Reference","Haiku-RFF","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",1159.14989628169
"457","IRA","IPM-NRDC","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",44.9672999357221
"458","Reference","IPM-NRDC","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",663.411076291029
"459","IRA","MARKAL-NETL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",561.29
"460","Reference","MARKAL-NETL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",1473.6
"461","IRA","NEMS-RHG","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",NA
"462","Reference","NEMS-RHG","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",NA
"463","IRA","ReEDS-NREL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",NA
"464","Reference","ReEDS-NREL","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",NA
"465","IRA","REGEN-EPRI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",399.141531247754
"466","Reference","REGEN-EPRI","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",1135.10388619948
"467","IRA","RIO-REPEAT","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",661
"468","Reference","RIO-REPEAT","Emissions|CO2|Energy|Supply|Electricity","Mt-CO2e/yr","2045",737.5
"469","IRA","EPS-EI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",794.322404
"470","Reference","EPS-EI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",866.28559
"471","IRA","GCAM-CGS","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"472","Reference","GCAM-CGS","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"473","IRA","Haiku-RFF","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"474","Reference","Haiku-RFF","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"475","IRA","IPM-NRDC","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"476","Reference","IPM-NRDC","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"477","IRA","MARKAL-NETL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",1141.13
"478","Reference","MARKAL-NETL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",1227.2
"479","IRA","NEMS-RHG","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"480","Reference","NEMS-RHG","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"481","IRA","ReEDS-NREL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"482","Reference","ReEDS-NREL","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",NA
"483","IRA","REGEN-EPRI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",736.99812683476
"484","Reference","REGEN-EPRI","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",855.104053650892
"485","IRA","RIO-REPEAT","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",684.5
"486","Reference","RIO-REPEAT","Emissions|CO2|Energy|Demand|Industry","Mt-CO2e/yr","2045",902.5
"487","IRA","EPS-EI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",329.333596
"488","Reference","EPS-EI","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",391.79891
"489","IRA","GCAM-CGS","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"490","Reference","GCAM-CGS","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"491","IRA","Haiku-RFF","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"492","Reference","Haiku-RFF","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"493","IRA","IPM-NRDC","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"494","Reference","IPM-NRDC","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
"495","IRA","MARKAL-NETL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",30.01
"496","Reference","MARKAL-NETL","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",31.41
"497","IRA","NEMS-RHG","Emissions|CO2|Industrial Processes","Mt-CO2e/yr","2045",NA
