"scenario","year","variable_rename","value","figure_num"
"Low",2034,"Reference",1276.44934882063,"D.1.scout_results"
"Low",2034,"Total",1148.09135636875,"D.1.scout_results"
"Low",2034,"Power",113.137515577042,"D.1.scout_results"
"Low",2034,"Other",0.719594493624428,"D.1.scout_results"
"Low",2034,"WaterHeating",4.43830432199286,"D.1.scout_results"
"Low",2034,"HVAC",10.0625780592205,"D.1.scout_results"
"Low",2035,"Reference",1273.68020161675,"D.1.scout_results"
"Low",2035,"Total",1122.18900441067,"D.1.scout_results"
"Low",2035,"Power",134.266381068149,"D.1.scout_results"
"Low",2035,"Other",0.849346278390157,"D.1.scout_results"
"Low",2035,"WaterHeating",5.04371846771677,"D.1.scout_results"
"Low",2035,"HVAC",11.3317513918222,"D.1.scout_results"
"Central",2025,"Reference",1437.92303775355,"D.1.scout_results"
"Central",2025,"Total",1365.25876018851,"D.1.scout_results"
"Central",2025,"Power",37.6566809910842,"D.1.scout_results"
"Central",2025,"Other",9.34020432630961,"D.1.scout_results"
"Central",2025,"WaterHeating",1.75180878524699,"D.1.scout_results"
"Central",2025,"HVAC",23.9155834624025,"D.1.scout_results"
"Central",2026,"Reference",1405.88117863662,"D.1.scout_results"
"Central",2026,"Total",1324.10972232601,"D.1.scout_results"
"Central",2026,"Power",35.9909189852523,"D.1.scout_results"
"Central",2026,"Other",12.0590598943484,"D.1.scout_results"
"Central",2026,"WaterHeating",2.43255953972372,"D.1.scout_results"
"Central",2026,"HVAC",31.2889178912824,"D.1.scout_results"
"Central",2027,"Reference",1376.58154456118,"D.1.scout_results"
"Central",2027,"Total",1286.31431913346,"D.1.scout_results"
"Central",2027,"Power",34.2658132092074,"D.1.scout_results"
"Central",2027,"Other",14.5291270220568,"D.1.scout_results"
"Central",2027,"WaterHeating",3.15333607732821,"D.1.scout_results"
"Central",2027,"HVAC",38.3189491191264,"D.1.scout_results"
"Central",2028,"Reference",1347.33616824025,"D.1.scout_results"
"Central",2028,"Total",1249.51529033834,"D.1.scout_results"
"Central",2028,"Power",32.7812549616051,"D.1.scout_results"
"Central",2028,"Other",15.9678559648081,"D.1.scout_results"
"Central",2028,"WaterHeating",3.9154263520137,"D.1.scout_results"
"Central",2028,"HVAC",45.1563406234841,"D.1.scout_results"
"Central",2029,"Reference",1319.06600253361,"D.1.scout_results"
"Central",2029,"Total",1215.89751438906,"D.1.scout_results"
"Central",2029,"Power",31.228008844379,"D.1.scout_results"
"Central",2029,"Other",15.8259964651159,"D.1.scout_results"
"Central",2029,"WaterHeating",4.72109851657594,"D.1.scout_results"
"Central",2029,"HVAC",51.3933843184808,"D.1.scout_results"
"Central",2030,"Reference",1289.06707593505,"D.1.scout_results"
"Central",2030,"Total",1174.62279050251,"D.1.scout_results"
"Central",2030,"Power",29.6841991578452,"D.1.scout_results"
"Central",2030,"Other",18.9583878751693,"D.1.scout_results"
"Central",2030,"WaterHeating",6.44457688546043,"D.1.scout_results"
"Central",2030,"HVAC",59.3571215140678,"D.1.scout_results"
"Central",2031,"Reference",1284.4376126867,"D.1.scout_results"
"Central",2031,"Total",1139.8463394731,"D.1.scout_results"
"Central",2031,"Power",47.6243360668306,"D.1.scout_results"
"Central",2031,"Other",21.501633677411,"D.1.scout_results"
"Central",2031,"WaterHeating",8.2603157452581,"D.1.scout_results"
"Central",2031,"HVAC",67.2049877240949,"D.1.scout_results"
"Central",2032,"Reference",1282.04755396044,"D.1.scout_results"
"Central",2032,"Total",1107.57390578774,"D.1.scout_results"
"Central",2032,"Power",65.9994957337533,"D.1.scout_results"
"Central",2032,"Other",23.8209651401578,"D.1.scout_results"
"Central",2032,"WaterHeating",10.1865103911506,"D.1.scout_results"
"Central",2032,"HVAC",74.4666769076449,"D.1.scout_results"
"Central",2033,"Reference",1279.38627125105,"D.1.scout_results"
"Central",2033,"Total",1074.90611731918,"D.1.scout_results"
"Central",2033,"Power",83.9467758303571,"D.1.scout_results"
"Central",2033,"Other",26.2754082632756,"D.1.scout_results"
"Central",2033,"WaterHeating",12.1673636928339,"D.1.scout_results"
"Central",2033,"HVAC",82.0906061454048,"D.1.scout_results"
"Central",2034,"Reference",1276.44934882063,"D.1.scout_results"
"Central",2034,"Total",1044.41104194806,"D.1.scout_results"
"Central",2034,"Power",102.635168136712,"D.1.scout_results"
"Central",2034,"Other",27.1680516778966,"D.1.scout_results"
"Central",2034,"WaterHeating",14.113177804169,"D.1.scout_results"
"Central",2034,"HVAC",88.1219092537956,"D.1.scout_results"
"Central",2035,"Reference",1273.68020161675,"D.1.scout_results"
"Central",2035,"Total",1012.04422822309,"D.1.scout_results"
"Central",2035,"Power",120.777612799761,"D.1.scout_results"
"Central",2035,"Other",28.9579695575553,"D.1.scout_results"
"Central",2035,"WaterHeating",16.1400306243741,"D.1.scout_results"
"Central",2035,"HVAC",95.7603604119707,"D.1.scout_results"
"High",2025,"Reference",1437.92303775355,"D.1.scout_results"
"High",2025,"Total",1353.93378926959,"D.1.scout_results"
"High",2025,"Power",37.5448320869524,"D.1.scout_results"
"High",2025,"Other",9.94994895011945,"D.1.scout_results"
"High",2025,"WaterHeating",3.67907775298295,"D.1.scout_results"
"High",2025,"HVAC",32.8153896939015,"D.1.scout_results"
"High",2026,"Reference",1405.88117863662,"D.1.scout_results"
"High",2026,"Total",1307.93667661357,"D.1.scout_results"
"High",2026,"Power",35.8451231201395,"D.1.scout_results"
"High",2026,"Other",12.9300393913926,"D.1.scout_results"
"High",2026,"WaterHeating",5.32731426367588,"D.1.scout_results"
"High",2026,"HVAC",43.8420252478344,"D.1.scout_results"
"High",2027,"Reference",1376.58154456118,"D.1.scout_results"
"High",2027,"Total",1264.4516141771,"D.1.scout_results"
"High",2027,"Power",34.0744754026945,"D.1.scout_results"
"High",2027,"Other",15.6866213678169,"D.1.scout_results"
"High",2027,"WaterHeating",7.17932948308947,"D.1.scout_results"
"High",2027,"HVAC",55.1895041304824,"D.1.scout_results"
"High",2028,"Reference",1347.33616824025,"D.1.scout_results"
"High",2028,"Total",1221.45754183686,"D.1.scout_results"
"High",2028,"Power",32.5459955520303,"D.1.scout_results"
"High",2028,"Other",17.2725902771658,"D.1.scout_results"
"High",2028,"WaterHeating",9.2390370514867,"D.1.scout_results"
"High",2028,"HVAC",66.8210035227002,"D.1.scout_results"
"High",2029,"Reference",1319.06600253361,"D.1.scout_results"
"High",2029,"Total",1181.37393556459,"D.1.scout_results"
"High",2029,"Power",30.9673665938061,"D.1.scout_results"
"High",2029,"Other",16.9697549711981,"D.1.scout_results"
"High",2029,"WaterHeating",11.5057057202124,"D.1.scout_results"
"High",2029,"HVAC",78.2492396838054,"D.1.scout_results"
"High",2030,"Reference",1289.06707593505,"D.1.scout_results"
"High",2030,"Total",1132.45930049573,"D.1.scout_results"
"High",2030,"Power",29.3229519819009,"D.1.scout_results"
"High",2030,"Other",20.2863693853822,"D.1.scout_results"
"High",2030,"WaterHeating",16.1516004872273,"D.1.scout_results"
"High",2030,"HVAC",90.8468535848051,"D.1.scout_results"
"High",2031,"Reference",1284.4376126867,"D.1.scout_results"
"High",2031,"Total",1088.69400885866,"D.1.scout_results"
"High",2031,"Power",46.8914528450453,"D.1.scout_results"
"High",2031,"Other",22.7877800869409,"D.1.scout_results"
"High",2031,"WaterHeating",20.8423674436148,"D.1.scout_results"
"High",2031,"HVAC",105.222003452434,"D.1.scout_results"
"High",2032,"Reference",1282.04755396044,"D.1.scout_results"
"High",2032,"Total",1047.83259160062,"D.1.scout_results"
"High",2032,"Power",64.7647768281791,"D.1.scout_results"
"High",2032,"Other",24.9771424780787,"D.1.scout_results"
"High",2032,"WaterHeating",24.8609044132681,"D.1.scout_results"
"High",2032,"HVAC",119.612138640296,"D.1.scout_results"
"High",2033,"Reference",1279.38627125105,"D.1.scout_results"
"High",2033,"Total",1005.78986986476,"D.1.scout_results"
"High",2033,"Power",82.0578469003246,"D.1.scout_results"
"High",2033,"Other",27.2958865363455,"D.1.scout_results"
"High",2033,"WaterHeating",29.3358834427491,"D.1.scout_results"
"High",2033,"HVAC",134.906784506869,"D.1.scout_results"
"High",2034,"Reference",1276.44934882063,"D.1.scout_results"
"High",2034,"Total",966.613019278872,"D.1.scout_results"
"High",2034,"Power",100.070498260263,"D.1.scout_results"
"High",2034,"Other",28.1526110488384,"D.1.scout_results"
"High",2034,"WaterHeating",33.1472323425691,"D.1.scout_results"
"High",2034,"HVAC",148.465987890087,"D.1.scout_results"
"High",2035,"Reference",1273.68020161675,"D.1.scout_results"
"High",2035,"Total",926.796260603269,"D.1.scout_results"
"High",2035,"Power",117.66871387892,"D.1.scout_results"
"High",2035,"Other",29.9979820077948,"D.1.scout_results"
"High",2035,"WaterHeating",34.4747742677602,"D.1.scout_results"
"High",2035,"HVAC",164.742470859006,"D.1.scout_results"
