"model","year","scenario","variable_rename","diff","figure_num"
"USREP-ReEDS",2025,"IRA","Nuclear",-0.00448712594120027,"Ap.9.NuclearGen"
"USREP-ReEDS",2030,"IRA","Nuclear",-0.0544899243055998,"Ap.9.NuclearGen"
"USREP-ReEDS",2035,"IRA","Nuclear",-0.1392938099112,"Ap.9.NuclearGen"
"EPS-EI",2025,"IRA","Nuclear",0.0414260632799999,"Ap.9.NuclearGen"
"EPS-EI",2030,"IRA","Nuclear",0.372845829384,"Ap.9.NuclearGen"
"EPS-EI",2035,"IRA","Nuclear",-2.0299359591,"Ap.9.NuclearGen"
"GCAM-CGS",2025,"IRA","Nuclear",-0.1378308426992,"Ap.9.NuclearGen"
"GCAM-CGS",2030,"IRA","Nuclear",-0.17179126167,"Ap.9.NuclearGen"
"GCAM-CGS",2035,"IRA","Nuclear",-0.0968211981926004,"Ap.9.NuclearGen"
"GCAM-PNNL",2025,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"GCAM-PNNL",2030,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"GCAM-PNNL",2035,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"Haiku-RFF",2025,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"Haiku-RFF",2030,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"Haiku-RFF",2035,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"IPM-NRDC",2025,"IRA","Nuclear",0.0278425917559999,"Ap.9.NuclearGen"
"IPM-NRDC",2030,"IRA","Nuclear",0.5746204957304,"Ap.9.NuclearGen"
"IPM-NRDC",2035,"IRA","Nuclear",0.0271635565586,"Ap.9.NuclearGen"
"IPM-EPA",2030,"IRA","Nuclear",0.359113046187,"Ap.9.NuclearGen"
"IPM-EPA",2035,"IRA","Nuclear",0.5931082351404,"Ap.9.NuclearGen"
"MARKAL-NETL",2025,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"MARKAL-NETL",2030,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"MARKAL-NETL",2035,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"NEMS-RHG",2025,"IRA","Nuclear",-2.39490104001483e-05,"Ap.9.NuclearGen"
"NEMS-RHG",2030,"IRA","Nuclear",0.258436948252,"Ap.9.NuclearGen"
"NEMS-RHG",2035,"IRA","Nuclear",-1.495183910234,"Ap.9.NuclearGen"
"OP-NEMS",2022,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"OP-NEMS",2023,"IRA","Nuclear",-2.08136879731313e-07,"Ap.9.NuclearGen"
"OP-NEMS",2024,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"OP-NEMS",2025,"IRA","Nuclear",-2.08136880175402e-07,"Ap.9.NuclearGen"
"OP-NEMS",2026,"IRA","Nuclear",-2.08136880175402e-07,"Ap.9.NuclearGen"
"OP-NEMS",2027,"IRA","Nuclear",0.0487212711602396,"Ap.9.NuclearGen"
"OP-NEMS",2028,"IRA","Nuclear",0.23830329765312,"Ap.9.NuclearGen"
"OP-NEMS",2029,"IRA","Nuclear",0.32659669889784,"Ap.9.NuclearGen"
"OP-NEMS",2030,"IRA","Nuclear",0.41244579180504,"Ap.9.NuclearGen"
"OP-NEMS",2031,"IRA","Nuclear",0.46113727891896,"Ap.9.NuclearGen"
"OP-NEMS",2032,"IRA","Nuclear",0.49110627362328,"Ap.9.NuclearGen"
"OP-NEMS",2033,"IRA","Nuclear",0.54705884440536,"Ap.9.NuclearGen"
"OP-NEMS",2034,"IRA","Nuclear",0.53574112517688,"Ap.9.NuclearGen"
"OP-NEMS",2035,"IRA","Nuclear",0.398666062368001,"Ap.9.NuclearGen"
"REGEN-EPRI",2025,"IRA","Nuclear",0.0179588167765998,"Ap.9.NuclearGen"
"REGEN-EPRI",2030,"IRA","Nuclear",0.00935532529819971,"Ap.9.NuclearGen"
"REGEN-EPRI",2035,"IRA","Nuclear",-0.0727818491834,"Ap.9.NuclearGen"
"RIO-REPEAT",2025,"IRA","Nuclear",-0.00170604000000063,"Ap.9.NuclearGen"
"RIO-REPEAT",2030,"IRA","Nuclear",-0.00341207999999993,"Ap.9.NuclearGen"
"RIO-REPEAT",2035,"IRA","Nuclear",-0.00341207999999948,"Ap.9.NuclearGen"
"ReEDS-NREL",2025,"IRA","Nuclear",-0.000366324700000309,"Ap.9.NuclearGen"
"ReEDS-NREL",2030,"IRA","Nuclear",-0.0822279149580001,"Ap.9.NuclearGen"
"ReEDS-NREL",2035,"IRA","Nuclear",-0.1353455404952,"Ap.9.NuclearGen"
"AEO.2023",2022,"IRA","Nuclear",-2.08136879731313e-07,"Ap.9.NuclearGen"
"AEO.2023",2023,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"AEO.2023",2024,"IRA","Nuclear",4.99869720016477e-06,"Ap.9.NuclearGen"
"AEO.2023",2025,"IRA","Nuclear",3.33360216009382e-06,"Ap.9.NuclearGen"
"AEO.2023",2026,"IRA","Nuclear",9.16143480012011e-06,"Ap.9.NuclearGen"
"AEO.2023",2027,"IRA","Nuclear",-3.74885229601496e-05,"Ap.9.NuclearGen"
"AEO.2023",2028,"IRA","Nuclear",5.39415727200954e-05,"Ap.9.NuclearGen"
"AEO.2023",2029,"IRA","Nuclear",1.2078763199419e-05,"Ap.9.NuclearGen"
"AEO.2023",2030,"IRA","Nuclear",-0.0256609877983203,"Ap.9.NuclearGen"
"AEO.2023",2031,"IRA","Nuclear",-0.02564370561312,"Ap.9.NuclearGen"
"AEO.2023",2032,"IRA","Nuclear",0.00363616494192032,"Ap.9.NuclearGen"
"AEO.2023",2033,"IRA","Nuclear",-0.140274515631599,"Ap.9.NuclearGen"
"AEO.2023",2034,"IRA","Nuclear",-0.13143297015576,"Ap.9.NuclearGen"
"AEO.2023",2035,"IRA","Nuclear",-0.15984961517952,"Ap.9.NuclearGen"
"USREP-ReEDS",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"EPS-EI",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"GCAM-CGS",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
