"model","scenario","unit","year","datasrc","variable","region","value","figure_type","figure_no","title_name","flip_sign","variable_rename","regions","models","years","scenarios","type","position","x","y","facet1","facet2","color","page_filter","scales"
"NEMS-RHG","IRA","Mt CO2/yr","2035","bistline_ira_tall.csv","Carbon Sequestration|CCS|Energy|Demand|Industry","United States",192.739028763073,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"NEMS-RHG","No IRA","Mt CO2/yr","2030","bistline_ira_tall.csv","Carbon Sequestration|CCS|Energy|Demand|Industry","United States",58.7163836665102,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"NEMS-RHG","No IRA","Mt CO2/yr","2035","bistline_ira_tall.csv","Carbon Sequestration|CCS|Energy|Demand|Industry","United States",58.8091734190729,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"RIO-REPEAT","IRA","Mt CO2/yr","2030","bistline_ira_tall.csv","Carbon Sequestration|CCS|Energy|Demand|Industry","United States",22.9,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"RIO-REPEAT","IRA","Mt CO2/yr","2035","bistline_ira_tall.csv","Carbon Sequestration|CCS|Energy|Demand|Industry","United States",122.8,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"RIO-REPEAT","No IRA","Mt CO2/yr","2030","bistline_ira_tall.csv","Carbon Sequestration|CCS|Energy|Demand|Industry","United States",0.7,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"RIO-REPEAT","No IRA","Mt CO2/yr","2035","bistline_ira_tall.csv","Carbon Sequestration|CCS|Energy|Demand|Industry","United States",0.7,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"USREP-ReEDS","IRA","Mt CO2/yr","2030","usrep_reeds_allscen.csv","Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry","United States",235.5379795,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"USREP-ReEDS","IRA","Mt CO2/yr","2035","usrep_reeds_allscen.csv","Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry","United States",180.373314,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"USREP-ReEDS","No IRA","Mt CO2/yr","2030","usrep_reeds_allscen.csv","Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry","United States",0,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
"USREP-ReEDS","No IRA","Mt CO2/yr","2035","usrep_reeds_allscen.csv","Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry","United States",0,"stackbar",21,"Industrial CCS",0,"Industrial CCS","usa","models_leep","ira_2030_2035","main_scenarios","single","stack","year","value",NA,NA,"model","region","fixed"
