"year","variable_rename","model","alpha","No IRA","IRA","abs_dif","axe","scenario"
2030,"Solar","USREP-ReEDS",1,508.683675786611,688.939506782333,180.255830995722,1,"IRA"
2030,"Solar","EPS-EI",1,509.9505208,1016.6083104716,506.6577896716,1,"IRA"
2030,"Solar","GCAM-CGS",1,567.826037251255,873.771041352591,305.945004101335,1,"IRA"
2030,"Solar","GCAM-PNNL",1,642.552848388889,779.418328485728,136.865480096839,1,"IRA"
2030,"Solar","Haiku-RFF",1,425.842157243694,703.401386906111,277.559229662417,1,"IRA"
2030,"Solar","IPM-NRDC",1,315.670369564647,350.363998765499,34.6936292008518,1,"IRA"
2030,"Solar","IPM-EPA",1,428.166236004579,463.436705920326,35.270469915747,1,"IRA"
2030,"Solar","MARKAL-NETL",1,489.568052209684,451.305862155512,-38.262190054172,1,"IRA"
2030,"Solar","NEMS-RHG",1,667.4408140246,951.7331444236,284.292330399,1,"IRA"
2030,"Solar","NEMS-OP",1,735.487478103,1105.4157155986,369.9282374956,1,"IRA"
2030,"Solar","REGEN-EPRI",1,499.504360974005,519.897646420764,20.3932854467592,1,"IRA"
2030,"Solar","RIO-REPEAT",1,708.0066,898.5144,190.5078,1,"IRA"
2030,"Solar","ReEDS-NREL",1,478.066659957936,944.249886657611,466.183226699676,1,"IRA"
2030,"Solar","NEMS-EIA",1,539.7537619656,873.0528031624,333.2990411968,1,"IRA"
2035,"Solar","USREP-ReEDS",1,561.551914766111,781.538062939667,219.986148173555,2,"IRA"
2035,"Solar","EPS-EI",1,699.2100682,1591.032109268,891.822041068,2,"IRA"
2035,"Solar","GCAM-CGS",1,686.948309600815,1147.27403062177,460.325721020953,2,"IRA"
2035,"Solar","GCAM-PNNL",1,848.036414944444,981.868990329617,133.832575385172,2,"IRA"
2035,"Solar","Haiku-RFF",1,594.999046560885,804.724684406566,209.725637845681,2,"IRA"
2035,"Solar","IPM-NRDC",1,544.129717922209,647.499865284691,103.370147362482,2,"IRA"
2035,"Solar","IPM-EPA",1,626.528512749642,733.544223749159,107.015710999517,2,"IRA"
2035,"Solar","MARKAL-NETL",1,510.082673065812,471.82048301164,-38.262190054172,2,"IRA"
2035,"Solar","NEMS-RHG",1,958.8821581346,1335.6451852072,376.7630270726,2,"IRA"
2035,"Solar","NEMS-OP",1,1026.8892354504,1665.441370859,638.5521354086,2,"IRA"
2035,"Solar","REGEN-EPRI",1,548.261602355536,849.430034702412,301.168432346876,2,"IRA"
2035,"Solar","RIO-REPEAT",1,1217.923,2012.1794,794.2564,2,"IRA"
2035,"Solar","ReEDS-NREL",1,558.488153376301,1208.87946895488,650.391315578576,2,"IRA"
2035,"Solar","NEMS-EIA",1,762.456217215,1090.3695062302,327.9132890152,2,"IRA"
