"model","scenario","variable_rename","year","value"
"USREP-ReEDS","No IRA","Nuclear",2025,2.6627469903076
"USREP-ReEDS","No IRA","Nuclear",2030,2.601698403738
"USREP-ReEDS","No IRA","Nuclear",2035,2.601698403738
"USREP-ReEDS","No IRA","Nuclear",2021,2.65511517012
"USREP-ReEDS","IRA","Nuclear",2025,2.6582598643664
"USREP-ReEDS","IRA","Nuclear",2030,2.5472084794324
"USREP-ReEDS","IRA","Nuclear",2035,2.4624045938268
"USREP-ReEDS","IRA","Nuclear",2021,2.65511517012
"EPS-EI","No IRA","Nuclear",2025,2.668443437016
"EPS-EI","No IRA","Nuclear",2030,2.364642070056
"EPS-EI","No IRA","Nuclear",2035,2.171313617256
"EPS-EI","No IRA","Nuclear",2021,2.65511517012
"EPS-EI","IRA","Nuclear",2025,2.709869500296
"EPS-EI","IRA","Nuclear",2030,2.73748789944
"EPS-EI","IRA","Nuclear",2035,0.141377658156
"EPS-EI","IRA","Nuclear",2021,2.65511517012
"GCAM-CGS","No IRA","Nuclear",2025,2.67917432782316
"GCAM-CGS","No IRA","Nuclear",2030,2.69101102281596
"GCAM-CGS","No IRA","Nuclear",2035,2.69032765354905
"GCAM-CGS","No IRA","Nuclear",2021,2.65511517012
"GCAM-CGS","IRA","Nuclear",2025,2.54134348572524
"GCAM-CGS","IRA","Nuclear",2030,2.51921976113686
"GCAM-CGS","IRA","Nuclear",2035,2.59350645514566
"GCAM-CGS","IRA","Nuclear",2021,2.65511517012
"GCAM-PNNL","No IRA","Nuclear",2025,2.669232272
"GCAM-PNNL","No IRA","Nuclear",2030,2.669232272
"GCAM-PNNL","No IRA","Nuclear",2035,2.669232272
"GCAM-PNNL","No IRA","Nuclear",2021,2.65511517012
"GCAM-PNNL","IRA","Nuclear",2025,2.669232272
"GCAM-PNNL","IRA","Nuclear",2030,2.669232272
"GCAM-PNNL","IRA","Nuclear",2035,2.669232272
"GCAM-PNNL","IRA","Nuclear",2021,2.65511517012
"Haiku-RFF","No IRA","Nuclear",2025,2.56946409046762
"Haiku-RFF","No IRA","Nuclear",2030,2.40548087465638
"Haiku-RFF","No IRA","Nuclear",2035,1.90835958821908
"Haiku-RFF","No IRA","Nuclear",2021,2.65511517012
"Haiku-RFF","IRA","Nuclear",2025,2.56946409046762
"Haiku-RFF","IRA","Nuclear",2030,2.40548087465638
"Haiku-RFF","IRA","Nuclear",2035,1.90835958821908
"Haiku-RFF","IRA","Nuclear",2021,2.65511517012
"IPM-NRDC","No IRA","Nuclear",2025,2.4636642061186
"IPM-NRDC","No IRA","Nuclear",2030,1.73859731209822
"IPM-NRDC","No IRA","Nuclear",2035,0.231495786569592
"IPM-NRDC","No IRA","Nuclear",2021,2.65511517012
"IPM-NRDC","IRA","Nuclear",2025,2.49150679792452
"IPM-NRDC","IRA","Nuclear",2030,2.31321780734538
"IPM-NRDC","IRA","Nuclear",2035,0.258659342518574
"IPM-NRDC","IRA","Nuclear",2021,2.65511517012
"IPM-EPA","No IRA","Nuclear",2030,2.14443102514384
"IPM-EPA","No IRA","Nuclear",2035,1.66004905865484
"IPM-EPA","No IRA","Nuclear",2021,2.65511517012
"IPM-EPA","IRA","Nuclear",2030,2.50354407152351
"IPM-EPA","IRA","Nuclear",2035,2.25315729384415
"IPM-EPA","IRA","Nuclear",2021,2.65511517012
"MARKAL-NETL","No IRA","Nuclear",2025,2.73062346249702
"MARKAL-NETL","No IRA","Nuclear",2030,2.72119284495253
"MARKAL-NETL","No IRA","Nuclear",2035,2.72119284495253
"MARKAL-NETL","No IRA","Nuclear",2021,2.65511517012
"MARKAL-NETL","IRA","Nuclear",2025,2.73062346249702
"MARKAL-NETL","IRA","Nuclear",2030,2.72119284495253
"MARKAL-NETL","IRA","Nuclear",2035,2.72119284495253
"MARKAL-NETL","IRA","Nuclear",2021,2.65511517012
"NEMS-RHG","No IRA","Nuclear",2025,2.6674820493552
"NEMS-RHG","No IRA","Nuclear",2030,2.31721924887936
"NEMS-RHG","No IRA","Nuclear",2035,2.1315622369608
"NEMS-RHG","No IRA","Nuclear",2021,2.65511517012
"NEMS-RHG","IRA","Nuclear",2025,2.66745809996568
"NEMS-RHG","IRA","Nuclear",2030,2.57565619675224
"NEMS-RHG","IRA","Nuclear",2035,0.63637832634768
"NEMS-RHG","IRA","Nuclear",2021,2.65511517012
"OP-NEMS","No IRA","Nuclear",2025,2.66748225749208
"OP-NEMS","No IRA","Nuclear",2030,2.2512274481844
"OP-NEMS","No IRA","Nuclear",2035,2.0130588901584
"OP-NEMS","No IRA","Nuclear",2022,2.67375911986008
"OP-NEMS","No IRA","Nuclear",2023,2.68012032202152
"OP-NEMS","No IRA","Nuclear",2024,2.69203906890576
"OP-NEMS","No IRA","Nuclear",2026,2.6386815862764
"OP-NEMS","No IRA","Nuclear",2027,2.59114446383184
"OP-NEMS","No IRA","Nuclear",2028,2.41397371114704
"OP-NEMS","No IRA","Nuclear",2029,2.33087673372624
"OP-NEMS","No IRA","Nuclear",2031,2.20626458996832
"OP-NEMS","No IRA","Nuclear",2032,2.17553212871568
"OP-NEMS","No IRA","Nuclear",2033,2.12211195935256
"OP-NEMS","No IRA","Nuclear",2034,2.06447958746568
"OP-NEMS","No IRA","Nuclear",2021,2.65511517012
"OP-NEMS","IRA","Nuclear",2025,2.6674820493552
"OP-NEMS","IRA","Nuclear",2030,2.66367323998944
"OP-NEMS","IRA","Nuclear",2035,2.4117249525264
"OP-NEMS","IRA","Nuclear",2022,2.67375911986008
"OP-NEMS","IRA","Nuclear",2023,2.68012011388464
"OP-NEMS","IRA","Nuclear",2024,2.69203906890576
"OP-NEMS","IRA","Nuclear",2026,2.63868137813952
"OP-NEMS","IRA","Nuclear",2027,2.63986573499208
"OP-NEMS","IRA","Nuclear",2028,2.65227700880016
"OP-NEMS","IRA","Nuclear",2029,2.65747343262408
"OP-NEMS","IRA","Nuclear",2031,2.66740186888728
"OP-NEMS","IRA","Nuclear",2032,2.66663840233896
"OP-NEMS","IRA","Nuclear",2033,2.66917080375792
"OP-NEMS","IRA","Nuclear",2034,2.60022071264256
"OP-NEMS","IRA","Nuclear",2021,2.65511517012
"REGEN-EPRI","No IRA","Nuclear",2025,2.65297483609307
"REGEN-EPRI","No IRA","Nuclear",2030,2.65870336822485
"REGEN-EPRI","No IRA","Nuclear",2035,2.67064428074286
"REGEN-EPRI","No IRA","Nuclear",2021,2.65511517012
"REGEN-EPRI","IRA","Nuclear",2025,2.6709336523917
"REGEN-EPRI","IRA","Nuclear",2030,2.66805869348928
"REGEN-EPRI","IRA","Nuclear",2035,2.59786243113878
"REGEN-EPRI","IRA","Nuclear",2021,2.65511517012
"RIO-REPEAT","No IRA","Nuclear",2025,2.73137004
"RIO-REPEAT","No IRA","Nuclear",2030,2.7126036
"RIO-REPEAT","No IRA","Nuclear",2035,2.69213112
"RIO-REPEAT","No IRA","Nuclear",2021,2.65511517012
"RIO-REPEAT","IRA","Nuclear",2025,2.729664
"RIO-REPEAT","IRA","Nuclear",2030,2.70919152
"RIO-REPEAT","IRA","Nuclear",2035,2.68871904
"RIO-REPEAT","IRA","Nuclear",2021,2.65511517012
"ReEDS-NREL","No IRA","Nuclear",2025,2.66274699052326
"ReEDS-NREL","No IRA","Nuclear",2030,2.60169840368676
"ReEDS-NREL","No IRA","Nuclear",2035,2.60169840368676
"ReEDS-NREL","No IRA","Nuclear",2021,2.65511517012
"ReEDS-NREL","IRA","Nuclear",2025,2.66238066598877
"ReEDS-NREL","IRA","Nuclear",2030,2.51947048881753
"ReEDS-NREL","IRA","Nuclear",2035,2.46635286297949
"ReEDS-NREL","IRA","Nuclear",2021,2.65511517012
"AEO.2023","No IRA","Nuclear",2025,2.66911832255544
"AEO.2023","No IRA","Nuclear",2030,2.61207427515048
"AEO.2023","No IRA","Nuclear",2035,2.54950142638464
"AEO.2023","No IRA","Nuclear",2022,2.63407265438688
"AEO.2023","No IRA","Nuclear",2023,2.67410149137936
"AEO.2023","No IRA","Nuclear",2024,2.69350353364176
"AEO.2023","No IRA","Nuclear",2026,2.6432765661708
"AEO.2023","No IRA","Nuclear",2027,2.6432765661708
"AEO.2023","No IRA","Nuclear",2028,2.61207427515048
"AEO.2023","No IRA","Nuclear",2029,2.61207427515048
"AEO.2023","No IRA","Nuclear",2031,2.61207427515048
"AEO.2023","No IRA","Nuclear",2032,2.58282168758712
"AEO.2023","No IRA","Nuclear",2033,2.58282168758712
"AEO.2023","No IRA","Nuclear",2034,2.54950142638464
"AEO.2023","No IRA","Nuclear",2021,2.65511517012
"AEO.2023","IRA","Nuclear",2025,2.6691216561576
"AEO.2023","IRA","Nuclear",2030,2.58641328735216
"AEO.2023","IRA","Nuclear",2035,2.38965181120512
"AEO.2023","IRA","Nuclear",2022,2.63407244625
"AEO.2023","IRA","Nuclear",2023,2.67410149137936
"AEO.2023","IRA","Nuclear",2024,2.69350853233896
"AEO.2023","IRA","Nuclear",2026,2.6432857276056
"AEO.2023","IRA","Nuclear",2027,2.64323907764784
"AEO.2023","IRA","Nuclear",2028,2.6121282167232
"AEO.2023","IRA","Nuclear",2029,2.61208635391368
"AEO.2023","IRA","Nuclear",2031,2.58643056953736
"AEO.2023","IRA","Nuclear",2032,2.58645785252904
"AEO.2023","IRA","Nuclear",2033,2.44254717195552
"AEO.2023","IRA","Nuclear",2034,2.41806845622888
"AEO.2023","IRA","Nuclear",2021,2.65511517012
"EIA","Historic","Nuclear",2021,2.65511517012
