"model","year","scenario","variable_rename","value","figure_num"
"USREP-ReEDS",2025,"IRA","Natural Gas",-15.671179965441,"F.15.GasNoCCSGen"
"USREP-ReEDS",2030,"IRA","Natural Gas",-36.5606515576638,"F.15.GasNoCCSGen"
"USREP-ReEDS",2035,"IRA","Natural Gas",-50.2818686000818,"F.15.GasNoCCSGen"
"EPS-EI",2025,"IRA","Natural Gas",-7.19224061504076,"F.15.GasNoCCSGen"
"EPS-EI",2030,"IRA","Natural Gas",-43.3652728405138,"F.15.GasNoCCSGen"
"EPS-EI",2035,"IRA","Natural Gas",-61.033662038321,"F.15.GasNoCCSGen"
"GCAM-CGS",2025,"IRA","Natural Gas",-13.3941630996729,"F.15.GasNoCCSGen"
"GCAM-CGS",2030,"IRA","Natural Gas",-21.8060398476565,"F.15.GasNoCCSGen"
"GCAM-CGS",2035,"IRA","Natural Gas",-35.5686802303304,"F.15.GasNoCCSGen"
"GCAM-PNNL",2025,"IRA","Natural Gas",-13.0170983835058,"F.15.GasNoCCSGen"
"GCAM-PNNL",2030,"IRA","Natural Gas",-24.1325793548445,"F.15.GasNoCCSGen"
"GCAM-PNNL",2035,"IRA","Natural Gas",-33.1663534873439,"F.15.GasNoCCSGen"
"Haiku-RFF",2025,"IRA","Natural Gas",-16.3756769086229,"F.15.GasNoCCSGen"
"Haiku-RFF",2030,"IRA","Natural Gas",-29.4111846715393,"F.15.GasNoCCSGen"
"Haiku-RFF",2035,"IRA","Natural Gas",-30.7985088859142,"F.15.GasNoCCSGen"
"IPM-NRDC",2025,"IRA","Natural Gas",5.09489274523873,"F.15.GasNoCCSGen"
"IPM-NRDC",2030,"IRA","Natural Gas",-15.0203542045781,"F.15.GasNoCCSGen"
"IPM-NRDC",2035,"IRA","Natural Gas",-19.6142356656889,"F.15.GasNoCCSGen"
"IPM-EPA",2030,"IRA","Natural Gas",-2.05774896408614,"F.15.GasNoCCSGen"
"IPM-EPA",2035,"IRA","Natural Gas",-28.7522211034547,"F.15.GasNoCCSGen"
"MARKAL-NETL",2025,"IRA","Natural Gas",0.300597630221167,"F.15.GasNoCCSGen"
"MARKAL-NETL",2030,"IRA","Natural Gas",6.85398191752902,"F.15.GasNoCCSGen"
"MARKAL-NETL",2035,"IRA","Natural Gas",-29.2965476241263,"F.15.GasNoCCSGen"
"NEMS-RHG",2025,"IRA","Natural Gas",16.5051479086612,"F.15.GasNoCCSGen"
"NEMS-RHG",2030,"IRA","Natural Gas",-34.8192935299983,"F.15.GasNoCCSGen"
"NEMS-RHG",2035,"IRA","Natural Gas",-20.0645154036631,"F.15.GasNoCCSGen"
"NEMS-OP",2022,"IRA","Natural Gas",0.171112404186946,"F.15.GasNoCCSGen"
"NEMS-OP",2023,"IRA","Natural Gas",-1.08390473596132,"F.15.GasNoCCSGen"
"NEMS-OP",2024,"IRA","Natural Gas",-4.73769965326498,"F.15.GasNoCCSGen"
"NEMS-OP",2025,"IRA","Natural Gas",-6.65169515231838,"F.15.GasNoCCSGen"
