"figure_num","model","scenario","variable","unit","year","label","value","pct_diff"
"1.3X.summary_ranges_sens","EPS-EI","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",939.539060262288,19.3419637509801
"1.3X.summary_ranges_sens","EPS-EI","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",849.980886540497,25.4985040943615
"1.3X.summary_ranges_sens","EPS-EI","IRA.High","Industry","Mt CO2/yr",2030,"Total Industry Emissions",906.18328585119,22.2055075623608
"1.3X.summary_ranges_sens","EPS-EI","IRA.High","Industry","Mt CO2/yr",2035,"Total Industry Emissions",809.271711792823,29.0666954076155
"1.3X.summary_ranges_sens","EPS-EI","IRA.Low","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1005.28862016994,13.697461451195
"1.3X.summary_ranges_sens","EPS-EI","IRA.Low","Industry","Mt CO2/yr",2035,"Total Industry Emissions",855.909080648703,24.9788931994883
"1.3X.summary_ranges_sens","GCAM-CGS","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1185.5497590578,20.8718961433776
"1.3X.summary_ranges_sens","GCAM-CGS","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",1174.68798661098,23.3897281173073
"1.3X.summary_ranges_sens","GCAM-PNNL","All Advanced","Industry","Mt CO2/yr",2030,"Total Industry Emissions",963.622109428402,10.4965711377266
"1.3X.summary_ranges_sens","GCAM-PNNL","All Advanced","Industry","Mt CO2/yr",2035,"Total Industry Emissions",922.04813032617,11.7589542786775
"1.3X.summary_ranges_sens","GCAM-PNNL","High Energy Price","Industry","Mt CO2/yr",2030,"Total Industry Emissions",919.1014425504,14.6317526594331
"1.3X.summary_ranges_sens","GCAM-PNNL","High Energy Price","Industry","Mt CO2/yr",2035,"Total Industry Emissions",867.3696583244,16.9917457015867
"1.3X.summary_ranges_sens","GCAM-PNNL","High Growth","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1002.99869585868,6.83918359138633
"1.3X.summary_ranges_sens","GCAM-PNNL","High Growth","Industry","Mt CO2/yr",2035,"Total Industry Emissions",983.63074626995,5.86542849579737
"1.3X.summary_ranges_sens","GCAM-PNNL","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",979.071266002796,9.06161808620449
"1.3X.summary_ranges_sens","GCAM-PNNL","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",949.082398361937,9.17174434534931
"1.3X.summary_ranges_sens","GCAM-PNNL","Low Energy Price","Industry","Mt CO2/yr",2030,"Total Industry Emissions",990.45318168326,8.00443968561024
"1.3X.summary_ranges_sens","GCAM-PNNL","Low Energy Price","Industry","Mt CO2/yr",2035,"Total Industry Emissions",974.32311799554,6.75617901641145
"1.3X.summary_ranges_sens","GCAM-PNNL","Low Growth","Industry","Mt CO2/yr",2030,"Total Industry Emissions",956.29472012697,11.1771558406615
"1.3X.summary_ranges_sens","GCAM-PNNL","Low Growth","Industry","Mt CO2/yr",2035,"Total Industry Emissions",915.850157890046,12.3521072292963
"1.3X.summary_ranges_sens","MARKAL-NETL","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1314.64620977431,1.60750326103907
"1.3X.summary_ranges_sens","MARKAL-NETL","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",1222.2666622171,10.6520932727815
"1.3X.summary_ranges_sens","NEMS-EIA","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",990.184425017752,10.8076573932948
"1.3X.summary_ranges_sens","NEMS-EIA","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",1000.38892173886,10.2677024118516
"1.3X.summary_ranges_sens","NEMS-OP","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1128.404297,10.6827921669911
"1.3X.summary_ranges_sens","NEMS-OP","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",1055.642578,14.4139433235589
"1.3X.summary_ranges_sens","NEMS-OP","Opt-IRA.Adv","Industry","Mt CO2/yr",2030,"Total Industry Emissions",970.119629,23.2115858149072
"1.3X.summary_ranges_sens","NEMS-OP","Opt-IRA.Adv","Industry","Mt CO2/yr",2035,"Total Industry Emissions",929.613037,24.6317686213671
"1.3X.summary_ranges_sens","NEMS-RHG","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",937.684138612776,12.4266771963464
"1.3X.summary_ranges_sens","NEMS-RHG","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",844.772202018129,19.5343771859101
"1.3X.summary_ranges_sens","REGEN-EPRI","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1279.63544614596,4.70654945607076
"1.3X.summary_ranges_sens","REGEN-EPRI","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",1044.22398984278,20.0198468179501
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",911.216300940439,14.7943793653842
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",688.092322643343,32.5722299278783
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA.High","Industry","Mt CO2/yr",2030,"Total Industry Emissions",888.091832229581,16.956692206277
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA.High","Industry","Mt CO2/yr",2035,"Total Industry Emissions",659.41247637051,35.3826348932462
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA.Low","Industry","Mt CO2/yr",2030,"Total Industry Emissions",911.317387304508,14.7849270252764
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA.Low","Industry","Mt CO2/yr",2035,"Total Industry Emissions",725.701384583592,28.8868303126152
"1.3X.summary_ranges_sens","USREP-ReEDS","All Advanced","Industry","Mt CO2/yr",2030,"Total Industry Emissions",977.63590226,20.0209978431715
"1.3X.summary_ranges_sens","USREP-ReEDS","All Advanced","Industry","Mt CO2/yr",2035,"Total Industry Emissions",900.87994406,23.8642509785702
"1.3X.summary_ranges_sens","USREP-ReEDS","Constrained Deployment","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1078.39273895,11.7782243931416
"1.3X.summary_ranges_sens","USREP-ReEDS","Constrained Deployment","Industry","Mt CO2/yr",2035,"Total Industry Emissions",1082.30311389,8.53169860472227
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1037.57958193,15.1170906988733
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA","Industry","Mt CO2/yr",2035,"Total Industry Emissions",1037.94050988,12.2808997131637
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA.High","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1031.49649343,15.6147395138739
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA.High","Industry","Mt CO2/yr",2035,"Total Industry Emissions",1034.02849829,12.6115141691176
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA.Low","Industry","Mt CO2/yr",2030,"Total Industry Emissions",1052.85921725,13.8670854736266
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA.Low","Industry","Mt CO2/yr",2035,"Total Industry Emissions",1054.35280177,10.8938534763788
"1.3X.summary_ranges_sens","USREP-ReEDS","Opt-IRA.Adv","Industry","Mt CO2/yr",2030,"Total Industry Emissions",987.15516466,19.242240530494
"1.3X.summary_ranges_sens","USREP-ReEDS","Opt-IRA.Adv","Industry","Mt CO2/yr",2035,"Total Industry Emissions",966.50805777,18.3178453480308
"1.3X.summary_ranges_sens","USREP-ReEDS","Pess-IRA.Adv","Industry","Mt CO2/yr",2030,"Total Industry Emissions",987.39329949,19.2227590588764
"1.3X.summary_ranges_sens","USREP-ReEDS","Pess-IRA.Adv","Industry","Mt CO2/yr",2035,"Total Industry Emissions",912.10381084,22.9156922834339
"1.3X.summary_ranges_sens","EPS-EI","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",919.184219686818,34.181978805244
"1.3X.summary_ranges_sens","EPS-EI","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",723.352579489139,46.7659966985562
"1.3X.summary_ranges_sens","EPS-EI","IRA.High","Buildings","Mt CO2/yr",2030,"Total Building Emissions",745.371195749372,46.6278292108757
"1.3X.summary_ranges_sens","EPS-EI","IRA.High","Buildings","Mt CO2/yr",2035,"Total Building Emissions",703.803924928776,48.204649398378
"1.3X.summary_ranges_sens","EPS-EI","IRA.Low","Buildings","Mt CO2/yr",2030,"Total Building Emissions",969.958897431639,30.5462671117772
"1.3X.summary_ranges_sens","EPS-EI","IRA.Low","Buildings","Mt CO2/yr",2035,"Total Building Emissions",759.708783048968,44.0904186814034
"1.3X.summary_ranges_sens","GCAM-CGS","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",924.91011011443,37.4767663461797
"1.3X.summary_ranges_sens","GCAM-CGS","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",752.928841692926,47.3092922886141
"1.3X.summary_ranges_sens","GCAM-PNNL","All Advanced","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1015.18371346658,24.5919966797823
"1.3X.summary_ranges_sens","GCAM-PNNL","All Advanced","Buildings","Mt CO2/yr",2035,"Total Building Emissions",944.910287841345,25.0682666857613
"1.3X.summary_ranges_sens","GCAM-PNNL","High Energy Price","Buildings","Mt CO2/yr",2030,"Total Building Emissions",911.3916,32.3016909282984
"1.3X.summary_ranges_sens","GCAM-PNNL","High Energy Price","Buildings","Mt CO2/yr",2035,"Total Building Emissions",823.6024,34.6880268022555
"1.3X.summary_ranges_sens","GCAM-PNNL","High Growth","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1066.3322,20.7926791856459
"1.3X.summary_ranges_sens","GCAM-PNNL","High Growth","Buildings","Mt CO2/yr",2035,"Total Building Emissions",1006.3374,20.1970741019114
"1.3X.summary_ranges_sens","GCAM-PNNL","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1039.45558035695,22.7890786514714
"1.3X.summary_ranges_sens","GCAM-PNNL","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",974.247574611141,22.7418090562018
"1.3X.summary_ranges_sens","GCAM-PNNL","Low Energy Price","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1058.1822,21.3980624467318
"1.3X.summary_ranges_sens","GCAM-PNNL","Low Energy Price","Buildings","Mt CO2/yr",2035,"Total Building Emissions",1015.5188,19.4689857054743
"1.3X.summary_ranges_sens","GCAM-PNNL","Low Growth","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1008.8972,25.0589598728205
"1.3X.summary_ranges_sens","GCAM-PNNL","Low Growth","Buildings","Mt CO2/yr",2035,"Total Building Emissions",936.5653,25.7300272904286
"1.3X.summary_ranges_sens","MARKAL-NETL","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1140.93267345267,12.03121405751
"1.3X.summary_ranges_sens","MARKAL-NETL","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",778.095057055452,41.7380774634765
"1.3X.summary_ranges_sens","NEMS-EIA","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1127.282226,20.656485931154
"1.3X.summary_ranges_sens","NEMS-EIA","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",1077.198486,20.3866014624428
"1.3X.summary_ranges_sens","NEMS-OP","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",996.583252,23.1655635782356
"1.3X.summary_ranges_sens","NEMS-OP","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",809.16452,33.3762562641097
"1.3X.summary_ranges_sens","NEMS-OP","Opt-IRA.Adv","Buildings","Mt CO2/yr",2030,"Total Building Emissions",841.490448,35.1228869272849
"1.3X.summary_ranges_sens","NEMS-OP","Opt-IRA.Adv","Buildings","Mt CO2/yr",2035,"Total Building Emissions",711.765197,41.3957719190981
"1.3X.summary_ranges_sens","NEMS-RHG","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",915.68476129121,28.5214427616163
"1.3X.summary_ranges_sens","NEMS-RHG","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",967.475102907779,20.1013581798574
"1.3X.summary_ranges_sens","REGEN-EPRI","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1071.83240715325,9.2129762047499
"1.3X.summary_ranges_sens","REGEN-EPRI","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",737.820543108383,33.203636938896
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1091.90886699507,17.1218130160804
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",759.975704567541,32.9458257918204
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA.High","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1035.45739514349,21.4065988448727
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA.High","Buildings","Mt CO2/yr",2035,"Total Building Emissions",707.931190926276,37.537817171686
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA.Low","Buildings","Mt CO2/yr",2030,"Total Building Emissions",1087.55427782889,17.4523355221816
"1.3X.summary_ranges_sens","RIO-REPEAT","IRA.Low","Buildings","Mt CO2/yr",2035,"Total Building Emissions",788.816697664807,30.4011273707289
"1.3X.summary_ranges_sens","USREP-ReEDS","All Advanced","Buildings","Mt CO2/yr",2030,"Total Building Emissions",695.0148509,45.5558212682825
"1.3X.summary_ranges_sens","USREP-ReEDS","All Advanced","Buildings","Mt CO2/yr",2035,"Total Building Emissions",532.9041906,53.121701875902
"1.3X.summary_ranges_sens","USREP-ReEDS","Constrained Deployment","Buildings","Mt CO2/yr",2030,"Total Building Emissions",950.7345211,25.5239508534907
"1.3X.summary_ranges_sens","USREP-ReEDS","Constrained Deployment","Buildings","Mt CO2/yr",2035,"Total Building Emissions",814.0548476,28.3895557432309
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA","Buildings","Mt CO2/yr",2030,"Total Building Emissions",826.8316008,35.229920056105
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA","Buildings","Mt CO2/yr",2035,"Total Building Emissions",666.1815082,41.3976172508619
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA.High","Buildings","Mt CO2/yr",2030,"Total Building Emissions",809.4015284,36.595309552205
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA.High","Buildings","Mt CO2/yr",2035,"Total Building Emissions",654.6115938,42.4153947539865
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA.Low","Buildings","Mt CO2/yr",2030,"Total Building Emissions",894.8248726,29.9036484841525
"1.3X.summary_ranges_sens","USREP-ReEDS","IRA.Low","Buildings","Mt CO2/yr",2035,"Total Building Emissions",739.7199791,34.9286150864032
"1.3X.summary_ranges_sens","USREP-ReEDS","Opt-IRA.Adv","Buildings","Mt CO2/yr",2030,"Total Building Emissions",655.6181693,48.6419711134109
"1.3X.summary_ranges_sens","USREP-ReEDS","Opt-IRA.Adv","Buildings","Mt CO2/yr",2035,"Total Building Emissions",507.6345757,55.3446090356855
"1.3X.summary_ranges_sens","USREP-ReEDS","Pess-IRA.Adv","Buildings","Mt CO2/yr",2030,"Total Building Emissions",741.1633731,41.9407641402112
"1.3X.summary_ranges_sens","USREP-ReEDS","Pess-IRA.Adv","Buildings","Mt CO2/yr",2035,"Total Building Emissions",585.8322087,48.4657516030849
