"model","year","scenario","variable_rename","diff"
"USREP-ReEDS",2025,"IRA","Wind",0.5893975308466
"USREP-ReEDS",2030,"IRA","Wind",2.3754536739416
"USREP-ReEDS",2035,"IRA","Wind",3.017716760072
"EPS-EI",2025,"IRA","Wind",0.89735315544
"EPS-EI",2030,"IRA","Wind",2.949698461752
"EPS-EI",2035,"IRA","Wind",5.757318935928
"GCAM-CGS",2025,"IRA","Wind",1.10772374150615
"GCAM-CGS",2030,"IRA","Wind",1.89516991108144
"GCAM-CGS",2035,"IRA","Wind",2.15895337952605
"GCAM-PNNL",2025,"IRA","Wind",1.8107052061574
"GCAM-PNNL",2030,"IRA","Wind",2.6196141866034
"GCAM-PNNL",2035,"IRA","Wind",2.6008004229494
"Haiku-RFF",2025,"IRA","Wind",0.460278948851196
"Haiku-RFF",2030,"IRA","Wind",1.07855966417078
"Haiku-RFF",2035,"IRA","Wind",1.27857184459857
"IPM-NRDC",2025,"IRA","Wind",-0.441374111837314
"IPM-NRDC",2030,"IRA","Wind",0.424894382839674
"IPM-NRDC",2035,"IRA","Wind",1.28484086989934
"MARKAL-NETL",2025,"IRA","Wind",-0.0410966408772859
"MARKAL-NETL",2030,"IRA","Wind",-0.163571454857059
"MARKAL-NETL",2035,"IRA","Wind",-0.220752274601678
"NEMS-RHG",2025,"IRA","Wind",-0.419548589082
"NEMS-RHG",2030,"IRA","Wind",1.5461347815648
"NEMS-RHG",2035,"IRA","Wind",2.26925793323712
"OP-NEMS",2022,"IRA","Wind",-0.00753639757919977
"OP-NEMS",2023,"IRA","Wind",-6.13321379998588e-05
"OP-NEMS",2024,"IRA","Wind",0.15324839707464
"OP-NEMS",2025,"IRA","Wind",0.0766674620056798
"OP-NEMS",2026,"IRA","Wind",0.115550055079201
"OP-NEMS",2027,"IRA","Wind",0.3584112637896
"OP-NEMS",2028,"IRA","Wind",0.45780371429184
"OP-NEMS",2029,"IRA","Wind",0.6755939213688
"OP-NEMS",2030,"IRA","Wind",0.81467366989176
"OP-NEMS",2031,"IRA","Wind",0.93496260933936
"OP-NEMS",2032,"IRA","Wind",1.01100092815008
"OP-NEMS",2033,"IRA","Wind",1.24678432283328
"OP-NEMS",2034,"IRA","Wind",1.3916054998944
"OP-NEMS",2035,"IRA","Wind",1.50261722243136
"REGEN-EPRI",2025,"IRA","Wind",0.0296130409806581
"REGEN-EPRI",2030,"IRA","Wind",-0.0118612882377427
"REGEN-EPRI",2035,"IRA","Wind",2.47037915526675
"RIO-REPEAT",2025,"IRA","Wind",0.0255905999999997
"RIO-REPEAT",2030,"IRA","Wind",2.19055536
"RIO-REPEAT",2035,"IRA","Wind",3.34725048
"ReEDS-NREL",2025,"IRA","Wind",0.475824530375958
"ReEDS-NREL",2030,"IRA","Wind",2.00550235094069
"ReEDS-NREL",2035,"IRA","Wind",2.53675886800346
"AEO.2023",2022,"IRA","Wind",0.00015931683935988
"AEO.2023",2023,"IRA","Wind",0.00139469452415986
"AEO.2023",2024,"IRA","Wind",0.00186598124999993
"AEO.2023",2025,"IRA","Wind",-0.00600987393215968
"AEO.2023",2026,"IRA","Wind",0.13798556612064
"AEO.2023",2027,"IRA","Wind",0.4064046768684
"AEO.2023",2028,"IRA","Wind",0.75743739954792
"AEO.2023",2029,"IRA","Wind",1.09207302375528
"AEO.2023",2030,"IRA","Wind",1.3019640506712
"AEO.2023",2031,"IRA","Wind",1.38800702820024
"AEO.2023",2032,"IRA","Wind",1.39686065243928
"AEO.2023",2033,"IRA","Wind",1.54263981190536
"AEO.2023",2034,"IRA","Wind",1.57227850702944
"AEO.2023",2035,"IRA","Wind",1.58009334398496
"USREP-ReEDS",2021,"Historic","Wind",0
"EPS-EI",2021,"Historic","Wind",0
"GCAM-CGS",2021,"Historic","Wind",0
"GCAM-PNNL",2021,"Historic","Wind",0
"Haiku-RFF",2021,"Historic","Wind",0
"IPM-NRDC",2021,"Historic","Wind",0
"MARKAL-NETL",2021,"Historic","Wind",0
"NEMS-RHG",2021,"Historic","Wind",0
"OP-NEMS",2021,"Historic","Wind",0
"REGEN-EPRI",2021,"Historic","Wind",0
"RIO-REPEAT",2021,"Historic","Wind",0
"ReEDS-NREL",2021,"Historic","Wind",0
"AEO.2023",2021,"Historic","Wind",0
