"year","variable_rename","model","alpha","No IRA","IRA","abs_dif","axe","scenario"
2030,"Natural Gas","USREP-ReEDS",1,1285.7074547345,815.644432158111,-470.063022576389,1,"IRA"
2030,"Natural Gas","EPS-EI",1,1686.1248264,954.932195,-731.1926314,1,"IRA"
2030,"Natural Gas","GCAM-CGS",1,1505.78461803583,1177.43262436256,-328.351993673278,1,"IRA"
2030,"Natural Gas","GCAM-PNNL",1,1765.94359277778,1339.77585388889,-426.167738888889,1,"IRA"
2030,"Natural Gas","Haiku-RFF",1,957.204883548667,675.679587587278,-281.525295961389,1,"IRA"
2030,"Natural Gas","IPM-NRDC",1,1840.24390581189,1563.83275303967,-276.411152772222,1,"IRA"
2030,"Natural Gas","IPM-EPA",1,1697.67780097261,1662.7438538655,-34.933947107111,1,"IRA"
2030,"Natural Gas","MARKAL-NETL",1,1792.899406004,1915.78440698439,122.885000980389,1,"IRA"
2030,"Natural Gas","NEMS-RHG",1,1194.09780834906,778.321387443056,-415.776420906,1,"IRA"
2030,"Natural Gas","NEMS-OP",1,1380.368422902,976.9748753562,-403.3935475458,1,"IRA"
2030,"Natural Gas","REGEN-EPRI",1,1129.50779398644,1253.58631685583,124.078522869389,1,"IRA"
2030,"Natural Gas","RIO-REPEAT",1,921.2616,764.8746,-156.387,1,"IRA"
2030,"Natural Gas","ReEDS-NREL",1,1235.15686319667,693.592077426889,-541.564785769778,1,"IRA"
2030,"Natural Gas","NEMS-EIA",1,1488.5748562874,1092.8322593244,-395.742596963,1,"IRA"
2035,"Natural Gas","USREP-ReEDS",1,1404.172993321,698.1285739015,-706.0444194195,2,"IRA"
2035,"Natural Gas","EPS-EI",1,1732.6570674,675.1530086,-1057.5040588,2,"IRA"
2035,"Natural Gas","GCAM-CGS",1,1752.1762714855,1128.95029644678,-623.225975038722,2,"IRA"
2035,"Natural Gas","GCAM-PNNL",1,1786.40554166667,1193.919965,-592.485576666667,2,"IRA"
2035,"Natural Gas","Haiku-RFF",1,913.706412917667,632.298462231333,-281.407950686333,2,"IRA"
2035,"Natural Gas","IPM-NRDC",1,1950.17072209672,1567.65964060572,-382.511081491,2,"IRA"
2035,"Natural Gas","IPM-EPA",1,1784.55408202906,1271.455146815,-513.098935214056,2,"IRA"
2035,"Natural Gas","MARKAL-NETL",1,1913.13319765594,1352.65121929389,-560.481978362056,2,"IRA"
2035,"Natural Gas","NEMS-RHG",1,1123.04026032294,897.707674237889,-225.332586085056,2,"IRA"
2035,"Natural Gas","NEMS-OP",1,1352.8833801658,770.7229989522,-582.1603812136,2,"IRA"
2035,"Natural Gas","REGEN-EPRI",1,1294.46934839367,826.388129543667,-468.08121885,2,"IRA"
2035,"Natural Gas","RIO-REPEAT",1,794.2564,419.8754,-374.381,2,"IRA"
2035,"Natural Gas","ReEDS-NREL",1,1227.99107632172,490.119328598667,-737.871747723055,2,"IRA"
2035,"Natural Gas","NEMS-EIA",1,1421.4791322704,984.4383814286,-437.0407508418,2,"IRA"
