"","variable","unit","year","metric","Optimistic","Pessimistic","Constrained","All.Adv","Opt.Adv","Pess.Adv","High.Price","Low.Price","High.Growth","Low.Growth"
"1","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Total","Mt CO2/yr",2030,"median",-179.216300940439,-166.216300940439,40.8131570200001,-59.9436796700002,-104.354542635,-50.1862824400001,-71.4152467883476,11.4343323445123,25.9721165199323,-24.8377492117777
"2","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Total","Mt CO2/yr",2030,"min",-349.757646446614,-349.757646446614,40.8131570200001,-59.9436796700002,-158.284668,-50.1862824400001,-71.4152467883476,11.4343323445123,25.9721165199323,-24.8377492117777
"3","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Total","Mt CO2/yr",2030,"max",-6.08308850000026,15.2796353199999,40.8131570200001,-59.9436796700002,-50.4244172700002,-50.1862824400001,-71.4152467883476,11.4343323445123,25.9721165199323,-24.8377492117777
"4","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Total","Mt CO2/yr",2035,"median",-94.0923226433431,-55.3004198131666,44.36260401,-137.06056582,-98.7309965550001,-125.83669904,-90.3905748590595,27.8388448120805,37.3642730864905,-36.1432752934136
"5","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Total","Mt CO2/yr",2035,"min",-180.273352100888,-180.273352100888,44.36260401,-137.06056582,-126.029541,-125.83669904,-90.3905748590595,27.8388448120805,37.3642730864905,-36.1432752934136
"6","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Total","Mt CO2/yr",2035,"max",-3.91201159000002,16.41229189,44.36260401,-137.06056582,-71.4324521100001,-125.83669904,-90.3905748590595,27.8388448120805,37.3642730864905,-36.1432752934136
