"figure_num","model","scenario","variable","unit","year","variable_rename","value"
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings","Mt CO2/yr",2005,"Other Sectors",586
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings|Indirect","Mt CO2/yr",2005,"Other Sectors",1659
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production","Mt CO2/yr",2005,"Other Sectors",850.8
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Indirect","Mt CO2/yr",2005,"Other Sectors",736.3
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr",2005,"Transportation: Direct",1858.6
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr",2005,"Transportation: Indirect",4.7
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings","Mt CO2/yr",2006,"Other Sectors",533.5
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings|Indirect","Mt CO2/yr",2006,"Other Sectors",1628.4
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production","Mt CO2/yr",2006,"Other Sectors",875.1
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Indirect","Mt CO2/yr",2006,"Other Sectors",711.4
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr",2006,"Transportation: Direct",1859.1
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr",2006,"Transportation: Indirect",4.5
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings","Mt CO2/yr",2007,"Other Sectors",564.3
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings|Indirect","Mt CO2/yr",2007,"Other Sectors",1691.1
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production","Mt CO2/yr",2007,"Other Sectors",866.4
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Indirect","Mt CO2/yr",2007,"Other Sectors",714.9
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr",2007,"Transportation: Direct",1860.7
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr",2007,"Transportation: Indirect",5.1
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings","Mt CO2/yr",2008,"Other Sectors",575.4
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings|Indirect","Mt CO2/yr",2008,"Other Sectors",1658
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production","Mt CO2/yr",2008,"Other Sectors",819
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Indirect","Mt CO2/yr",2008,"Other Sectors",696.7
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr",2008,"Transportation: Direct",1759.7
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr",2008,"Transportation: Indirect",4.7
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings","Mt CO2/yr",2009,"Other Sectors",564.4
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings|Indirect","Mt CO2/yr",2009,"Other Sectors",1539.2
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production","Mt CO2/yr",2009,"Other Sectors",742.5
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Indirect","Mt CO2/yr",2009,"Other Sectors",601.7
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr",2009,"Transportation: Direct",1688.5
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr",2009,"Transportation: Indirect",4.5
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings","Mt CO2/yr",2010,"Other Sectors",559.3
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Buildings|Indirect","Mt CO2/yr",2010,"Other Sectors",1613.1
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production","Mt CO2/yr",2010,"Other Sectors",795.9
3.1,"EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Industry and Fuel Production|Indirect","Mt CO2/yr",2010,"Other Sectors",641
