"figure_num","model","scenario","variable","unit","label","year","No IRA","IRA","Abs_Diff"
"F.3.2.genbytype_differences","USREP-ReEDS","IRA","Secondary Energy|Electricity","TWh","Total",2030,4028.68737129835,4063.15413831613,34.4667670177732
"F.3.2.genbytype_differences","EPS-EI","IRA","Secondary Energy|Electricity","TWh","Total",2030,4227.86700392,4693.3339183514,465.4669144314
"F.3.2.genbytype_differences","GCAM-CGS","IRA","Secondary Energy|Electricity","TWh","Total",2030,4354.25720433969,4738.21572880996,383.958524470268
"F.3.2.genbytype_differences","GCAM-PNNL","IRA","Secondary Energy|Electricity","TWh","Total",2030,5124.84161330556,5298.07651546612,173.234902160561
"F.3.2.genbytype_differences","Haiku-RFF","IRA","Secondary Energy|Electricity","TWh","Total",2030,3949.66280289781,3955.67607523339,6.01327233558004
"F.3.2.genbytype_differences","IPM-NRDC","IRA","Secondary Energy|Electricity","TWh","Total",2030,4020.45690317496,4019.65560771535,-0.801295459603352
"F.3.2.genbytype_differences","IPM-EPA","IRA","Secondary Energy|Electricity","TWh","Total",2030,4237.57332010824,4248.08454852697,10.5112284187344
"F.3.2.genbytype_differences","MARKAL-NETL","IRA","Secondary Energy|Electricity","TWh","Total",2030,4560.7487963739,4671.87843527754,111.129638903641
"F.3.2.genbytype_differences","NEMS-RHG","IRA","Secondary Energy|Electricity","TWh","Total",2030,3985.1840214172,4014.5311764838,29.3471550665995
"F.3.2.genbytype_differences","NEMS-OP","IRA","Secondary Energy|Electricity","TWh","Total",2030,4244.4113296634,4384.0972842422,139.6859545788
"F.3.2.genbytype_differences","REGEN-EPRI","IRA","Secondary Energy|Electricity","TWh","Total",2030,3843.95158031795,3980.41267559898,136.461095281029
"F.3.2.genbytype_differences","RIO-REPEAT","IRA","Secondary Energy|Electricity","TWh","Total",2030,4332.3938,4803.4504,471.0566
"F.3.2.genbytype_differences","ReEDS-NREL","IRA","Secondary Energy|Electricity","TWh","Total",2030,4032.85150002549,4155.72111539136,122.869615365868
"F.3.2.genbytype_differences","NEMS-EIA","IRA","Secondary Energy|Electricity","TWh","Total",2030,4252.3706308636,4290.3096526416,37.9390217780001
"F.3.2.genbytype_differences","USREP-ReEDS","IRA","Secondary Energy|Electricity","TWh","Total",2035,4166.38233812336,4201.45467325991,35.0723351365505
"F.3.2.genbytype_differences","EPS-EI","IRA","Secondary Energy|Electricity","TWh","Total",2035,4533.4074891,5031.9746210216,498.5671319216
"F.3.2.genbytype_differences","GCAM-CGS","IRA","Secondary Energy|Electricity","TWh","Total",2035,4699.26690901295,4888.55983089374,189.292921880787
"F.3.2.genbytype_differences","GCAM-PNNL","IRA","Secondary Energy|Electricity","TWh","Total",2035,5688.07381687222,5895.96384391556,207.89002704334
"F.3.2.genbytype_differences","Haiku-RFF","IRA","Secondary Energy|Electricity","TWh","Total",2035,3952.6717045909,3963.42936647064,10.7576618797398
"F.3.2.genbytype_differences","IPM-NRDC","IRA","Secondary Energy|Electricity","TWh","Total",2035,4125.22387311741,4147.47471727514,22.2508441577329
"F.3.2.genbytype_differences","IPM-EPA","IRA","Secondary Energy|Electricity","TWh","Total",2035,4519.5465944704,4550.8655725006,31.3189780302091
"F.3.2.genbytype_differences","MARKAL-NETL","IRA","Secondary Energy|Electricity","TWh","Total",2035,4731.32660505826,4926.04173971913,194.715134660872
"F.3.2.genbytype_differences","NEMS-RHG","IRA","Secondary Energy|Electricity","TWh","Total",2035,4150.510055895,4256.1538788216,105.6438229266
"F.3.2.genbytype_differences","NEMS-OP","IRA","Secondary Energy|Electricity","TWh","Total",2035,4472.569742536,4716.4970357386,243.9272932026
"F.3.2.genbytype_differences","REGEN-EPRI","IRA","Secondary Energy|Electricity","TWh","Total",2035,4020.19034809586,4294.71556509782,274.525217001955
"F.3.2.genbytype_differences","RIO-REPEAT","IRA","Secondary Energy|Electricity","TWh","Total",2035,4834.7278,5908.5852,1073.8574
"F.3.2.genbytype_differences","ReEDS-NREL","IRA","Secondary Energy|Electricity","TWh","Total",2035,4189.46564265844,4497.10743856869,307.641795910247
"F.3.2.genbytype_differences","NEMS-EIA","IRA","Secondary Energy|Electricity","TWh","Total",2035,4432.1335843232,4486.5117668,54.3781824768002
"F.3.2.genbytype_differences","USREP-ReEDS","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2174.29772161702,2993.78080012524,819.483078508217
"F.3.2.genbytype_differences","EPS-EI","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2130.04534372,3559.6321031516,1429.5867594316
"F.3.2.genbytype_differences","GCAM-CGS","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2149.60472289506,3352.79362902031,1203.18890612524
"F.3.2.genbytype_differences","GCAM-PNNL","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2888.56912030556,3734.73338695501,846.164266649449
"F.3.2.genbytype_differences","Haiku-RFF","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2164.92781581099,2747.05914275625,582.131326945262
"F.3.2.genbytype_differences","IPM-NRDC","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,1837.33779782309,2267.8699893788,430.53219155571
"F.3.2.genbytype_differences","IPM-EPA","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2014.73847536807,2355.22657935679,340.48810398872
"F.3.2.genbytype_differences","MARKAL-NETL","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2133.15461263344,2268.18199454414,135.027381910708
"F.3.2.genbytype_differences","NEMS-RHG","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2331.2052537172,3105.803827721,774.5985740038
"F.3.2.genbytype_differences","NEMS-OP","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2345.2192747648,3112.38596139695,767.166686632151
"F.3.2.genbytype_differences","REGEN-EPRI","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2081.07200060136,2286.42341031496,205.351409713594
"F.3.2.genbytype_differences","RIO-REPEAT","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2791.271,3583.6318,792.3608
"F.3.2.genbytype_differences","ReEDS-NREL","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2137.62207060211,3393.83268321759,1256.21061261547
"F.3.2.genbytype_differences","NEMS-EIA","IRA","Secondary Energy|Electricity","TWh","Total_Low",2030,2176.4560710732,2858.19946565839,681.74339458519
"F.3.2.genbytype_differences","USREP-ReEDS","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2308.87802255319,3323.01947813019,1014.14145557699
"F.3.2.genbytype_differences","EPS-EI","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2414.2100955,4339.710256798,1925.500161298
"F.3.2.genbytype_differences","GCAM-CGS","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2298.75128139121,3759.60543626911,1460.85415487789
"F.3.2.genbytype_differences","GCAM-PNNL","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,3486.96896897222,4479.12318818778,992.154219215562
"F.3.2.genbytype_differences","Haiku-RFF","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2286.84102454342,2857.27770717866,570.436682635238
"F.3.2.genbytype_differences","IPM-NRDC","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,1858.86661416088,2443.98446645772,585.117852296834
"F.3.2.genbytype_differences","IPM-EPA","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2293.40912091051,3237.34662444383,943.937503533316
"F.3.2.genbytype_differences","MARKAL-NETL","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2169.55279452974,3380.71052456626,1211.15773003652
"F.3.2.genbytype_differences","NEMS-RHG","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2604.4176400424,3164.295702939,559.8780628966
"F.3.2.genbytype_differences","NEMS-OP","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2663.9826475934,3843.55788434699,1179.57523675359
"F.3.2.genbytype_differences","REGEN-EPRI","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2162.26429024418,3325.21670114422,1162.95241090004
"F.3.2.genbytype_differences","RIO-REPEAT","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,3573.206,5263.1334,1689.9274
"F.3.2.genbytype_differences","ReEDS-NREL","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2356.90161219021,3947.80472238667,1590.90311019645
"F.3.2.genbytype_differences","NEMS-EIA","IRA","Secondary Energy|Electricity","TWh","Total_Low",2035,2458.455740566,3170.11325737711,711.657516811108
"F.3.2.genbytype_differences","USREP-ReEDS","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,1854.38964968133,1069.37333819089,-785.016311490444
"F.3.2.genbytype_differences","EPS-EI","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,2097.8216602,1133.7018151998,-964.1198450002
"F.3.2.genbytype_differences","GCAM-CGS","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,2204.65248144463,1385.42209978966,-819.230381654974
"F.3.2.genbytype_differences","GCAM-PNNL","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,2236.272493,1563.34312851111,-672.929364488889
"F.3.2.genbytype_differences","Haiku-RFF","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,1784.73498708682,1208.61693247714,-576.118054609682
"F.3.2.genbytype_differences","IPM-NRDC","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,2183.11910535187,1751.78561833655,-431.333487015313
"F.3.2.genbytype_differences","IPM-EPA","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,2222.83484474017,1892.85796917018,-329.976875569986
"F.3.2.genbytype_differences","MARKAL-NETL","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,2427.59418374046,2403.69644073339,-23.8977430070677
"F.3.2.genbytype_differences","NEMS-RHG","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,1653.9787677,908.7273487628,-745.2514189372
"F.3.2.genbytype_differences","NEMS-OP","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,1899.1920548986,1271.71132284525,-627.48073205335
"F.3.2.genbytype_differences","REGEN-EPRI","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,1762.87957971659,1693.98926528402,-68.8903144325654
"F.3.2.genbytype_differences","RIO-REPEAT","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,1541.1228,1219.8186,-321.3042
"F.3.2.genbytype_differences","ReEDS-NREL","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,1895.22942942338,761.888432173774,-1133.34099724961
"F.3.2.genbytype_differences","NEMS-EIA","IRA","Secondary Energy|Electricity","TWh","Total_High",2030,2075.9145597904,1432.11018698321,-643.80437280719
"F.3.2.genbytype_differences","USREP-ReEDS","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,1857.50431557017,878.435195129722,-979.069120440444
"F.3.2.genbytype_differences","EPS-EI","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,2119.1973936,692.2643642236,-1426.9330293764
"F.3.2.genbytype_differences","GCAM-CGS","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,2400.51562762174,1128.95439462463,-1271.56123299711
"F.3.2.genbytype_differences","GCAM-PNNL","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,2201.1048479,1416.84065572778,-784.264192172222
"F.3.2.genbytype_differences","Haiku-RFF","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,1665.83068004747,1106.15165929197,-559.679020755499
"F.3.2.genbytype_differences","IPM-NRDC","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,2266.35725895652,1703.49025081742,-562.867008139101
"F.3.2.genbytype_differences","IPM-EPA","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,2226.13747355988,1313.51894805677,-912.618525503107
"F.3.2.genbytype_differences","MARKAL-NETL","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,2561.77381052852,1545.33121515287,-1016.44259537565
"F.3.2.genbytype_differences","NEMS-RHG","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,1546.0924158526,1091.8581758826,-454.23423997
"F.3.2.genbytype_differences","NEMS-OP","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,1808.5870949426,872.939151391611,-935.647943550989
"F.3.2.genbytype_differences","REGEN-EPRI","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,1857.92605785169,969.498863953602,-888.427193898086
"F.3.2.genbytype_differences","RIO-REPEAT","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,1261.5218,645.4518,-616.07
"F.3.2.genbytype_differences","ReEDS-NREL","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,1832.56403046823,549.302716182023,-1283.26131428621
"F.3.2.genbytype_differences","NEMS-EIA","IRA","Secondary Energy|Electricity","TWh","Total_High",2035,1973.6778437572,1316.39850942289,-657.279334334308
"F.3.2.genbytype_differences","USREP-ReEDS","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,722.694001038333,707.557910953444,-15.1360900848889
"F.3.2.genbytype_differences","EPS-EI","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,656.84501946,760.4133054,103.56828594
"F.3.2.genbytype_differences","GCAM-CGS","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,747.503061893322,699.783266982461,-47.7197949108609
"F.3.2.genbytype_differences","GCAM-PNNL","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,741.453408888889,741.453408888889,0
"F.3.2.genbytype_differences","Haiku-RFF","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,668.189131848995,668.189131848995,0
"F.3.2.genbytype_differences","IPM-NRDC","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,482.943697805062,642.560502040383,159.616804235321
"F.3.2.genbytype_differences","IPM-EPA","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,595.675284762178,695.42890875653,99.7536239943524
"F.3.2.genbytype_differences","MARKAL-NETL","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,755.886901375704,755.886901375704,0
"F.3.2.genbytype_differences","NEMS-RHG","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,643.6720135776,715.4600546534,71.7880410758
"F.3.2.genbytype_differences","NEMS-OP","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,630.1220145584,736.0406312434,105.918616685
"F.3.2.genbytype_differences","REGEN-EPRI","IRA","Secondary Energy|Electricity","TWh","Nuclear",2030,738.528713395792,741.127414858133,2.59870146234152
