"figure_num","model","scenario","variable","unit","label","year","value"
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2017,1780.1
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2018,1812.9
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2019,1816.4
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2020,1572.5
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","EPS-EI","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","EPS-EI","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","NEMS-OP","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","NEMS-OP","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2021,1752.4
"F.2.2.trn_projections_direct_indirect","EPS-EI","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1570.042984
"F.2.2.trn_projections_direct_indirect","EPS-EI","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1380.345127
"F.2.2.trn_projections_direct_indirect","EPS-EI","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1195.014895
"F.2.2.trn_projections_direct_indirect","EPS-EI","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1573.981449
"F.2.2.trn_projections_direct_indirect","EPS-EI","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1401.480757
"F.2.2.trn_projections_direct_indirect","EPS-EI","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1234.004451
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1538.6165656608
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1357.17964232201
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1282.9675605035
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1596.66956680078
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1464.78688682719
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1306.29323674977
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1687.96230783699
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1444.91373323989
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1195.85113112293
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1705.896
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1507.175
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1280.413
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1488.81
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1380.98
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1283.52
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1493.47
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1403.91
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1322.3
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1723.9024
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1644.875853
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1574.929811
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1733.378839
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1656.898475
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1593.198601
"F.2.2.trn_projections_direct_indirect","NEMS-OP","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1785.624799
"F.2.2.trn_projections_direct_indirect","NEMS-OP","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1606.871304
"F.2.2.trn_projections_direct_indirect","NEMS-OP","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1430.762993
"F.2.2.trn_projections_direct_indirect","NEMS-OP","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1789.401327
"F.2.2.trn_projections_direct_indirect","NEMS-OP","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1666.071442
"F.2.2.trn_projections_direct_indirect","NEMS-OP","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1538.625976
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1636.8052259969
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1492.66084764101
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1346.04203961727
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1636.61752751504
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1511.19953267439
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1385.12927513821
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1686.79559783655
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1499.1674052122
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1325.66303477685
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1692.79635567194
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1532.15158500712
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1378.55316880469
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1790
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1519
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1141
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1805.5
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1598
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1348
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1700.352706
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1579.671963
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1463.246708
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2025,1691.376599
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2030,1585.987648
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","No IRA","Emissions|CO2|Energy|Demand|Transportation","Mt CO2/yr","Transportation",2035,1501.130071
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2005,4.7
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2006,4.5
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2007,5.1
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2008,4.7
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2009,4.5
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2010,4.5
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2011,4.3
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2012,4
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2013,4.3
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2014,4.4
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2015,4.3
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2016,4.2
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2017,4.3
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2018,4.8
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2019,4.8
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2020,4.1
"F.2.2.trn_projections_direct_indirect","EPA-GHGI","Historic","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","EPS-EI","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","EPS-EI","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","NEMS-OP","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","NEMS-OP","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","NEMS-RHG","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","REGEN-EPRI","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","RIO-REPEAT","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","USREP-ReEDS","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2021,5
"F.2.2.trn_projections_direct_indirect","EPS-EI","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,24.0019720046888
"F.2.2.trn_projections_direct_indirect","EPS-EI","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,37.598724517081
"F.2.2.trn_projections_direct_indirect","EPS-EI","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,34.5201461900994
"F.2.2.trn_projections_direct_indirect","EPS-EI","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,23.2417867971326
"F.2.2.trn_projections_direct_indirect","EPS-EI","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,60.6943450196101
"F.2.2.trn_projections_direct_indirect","EPS-EI","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,104.937956058536
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,23.4607129162522
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,39.7510793088943
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,27.9050076703451
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,18.3822776276617
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,39.8689983274184
"F.2.2.trn_projections_direct_indirect","GCAM-CGS","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,56.9867005443054
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,26.2765357921755
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,59.8510424159932
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,87.2015445289024
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,18.93262
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,53.98056
"F.2.2.trn_projections_direct_indirect","GCAM-PNNL","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,96.40809
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,114.165889002573
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,112.421116773016
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,72.6982807274435
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,104.730868086804
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,104.651100827584
"F.2.2.trn_projections_direct_indirect","MARKAL-NETL","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,108.082061394893
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,8.093938
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,12.179079
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,17.84326
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,7.797431
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2030,15.213952
"F.2.2.trn_projections_direct_indirect","NEMS-EIA","No IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2035,22.214851
"F.2.2.trn_projections_direct_indirect","NEMS-OP","IRA","Emissions|CO2|Energy|Demand|Transportation|Indirect","Mt CO2/yr","Indirect Transportation Emissions",2025,11.847613
