"model","scenario","variable_rename","year","value"
"USREP-ReEDS","No IRA","Coal",2025,9.0809571484422
"USREP-ReEDS","No IRA","Coal",2030,7.4960119453618
"USREP-ReEDS","No IRA","Coal",2035,6.1661559936396
"USREP-ReEDS","No IRA","Coal",2021,10.5470914856396
"USREP-ReEDS","IRA","Coal",2025,7.287770313558
"USREP-ReEDS","IRA","Coal",2030,3.8499629469658
"USREP-ReEDS","IRA","Coal",2035,2.9818203733514
"USREP-ReEDS","IRA","Coal",2021,10.5470914856396
"EPS-EI","No IRA","Coal",2025,7.97318797860695
"EPS-EI","No IRA","Coal",2030,5.97008716104376
"EPS-EI","No IRA","Coal",2035,5.69141319479097
"EPS-EI","No IRA","Coal",2021,10.5470914856396
"EPS-EI","IRA","Coal",2025,7.00446797680272
"EPS-EI","IRA","Coal",2030,3.00401454784525
"EPS-EI","IRA","Coal",2035,1.18404998225292
"EPS-EI","IRA","Coal",2021,10.5470914856396
"GCAM-CGS","No IRA","Coal",2025,8.25740534709774
"GCAM-CGS","No IRA","Coal",2030,8.01775090825442
"GCAM-CGS","No IRA","Coal",2035,7.67842054476007
"GCAM-CGS","No IRA","Coal",2021,10.5470914856396
"GCAM-CGS","IRA","Coal",2025,5.81899441633054
"GCAM-CGS","IRA","Coal",2030,3.30321995408734
"GCAM-CGS","IRA","Coal",2035,1.39547242361608
"GCAM-CGS","IRA","Coal",2021,10.5470914856396
"GCAM-PNNL","No IRA","Coal",2025,6.83071793795907
"GCAM-PNNL","No IRA","Coal",2030,5.82284175958102
"GCAM-PNNL","No IRA","Coal",2035,5.11966160827466
"GCAM-PNNL","No IRA","Coal",2021,10.5470914856396
"GCAM-PNNL","IRA","Coal",2025,6.37230005051625
"GCAM-PNNL","IRA","Coal",2030,4.84325722547966
"GCAM-PNNL","IRA","Coal",2035,5.09876017315298
"GCAM-PNNL","IRA","Coal",2021,10.5470914856396
"MARKAL-NETL","No IRA","Coal",2025,14.7007844565986
"MARKAL-NETL","No IRA","Coal",2030,13.6999125355613
"MARKAL-NETL","No IRA","Coal",2035,12.9635458367098
"MARKAL-NETL","No IRA","Coal",2021,10.5470914856396
"MARKAL-NETL","IRA","Coal",2025,16.3632344274105
"MARKAL-NETL","IRA","Coal",2030,16.8780251286364
"MARKAL-NETL","IRA","Coal",2035,18.8568193852543
"MARKAL-NETL","IRA","Coal",2021,10.5470914856396
"NEMS-RHG","No IRA","Coal",2025,6.95853930642207
"NEMS-RHG","No IRA","Coal",2030,5.81481096583075
"NEMS-RHG","No IRA","Coal",2035,5.39191360471588
"NEMS-RHG","No IRA","Coal",2021,10.5470914856396
"NEMS-RHG","IRA","Coal",2025,7.25047803307067
"NEMS-RHG","IRA","Coal",2030,2.35114553075739
"NEMS-RHG","IRA","Coal",2035,2.97530325646342
"NEMS-RHG","IRA","Coal",2021,10.5470914856396
"OP-NEMS","No IRA","Coal",2025,7.82354658904472
"OP-NEMS","No IRA","Coal",2030,6.25796587529127
"OP-NEMS","No IRA","Coal",2035,5.46255257716199
"OP-NEMS","No IRA","Coal",2022,10.486688194726
"OP-NEMS","No IRA","Coal",2023,9.88867597788781
"OP-NEMS","No IRA","Coal",2024,8.47810054273644
"OP-NEMS","No IRA","Coal",2026,7.37682066811683
"OP-NEMS","No IRA","Coal",2027,6.97230255075291
"OP-NEMS","No IRA","Coal",2028,6.74167662409097
"OP-NEMS","No IRA","Coal",2029,6.48488881918697
"OP-NEMS","No IRA","Coal",2031,6.22279003900037
"OP-NEMS","No IRA","Coal",2032,6.12165750967336
"OP-NEMS","No IRA","Coal",2033,6.10672957914827
"OP-NEMS","No IRA","Coal",2034,5.78126109388565
"OP-NEMS","No IRA","Coal",2021,10.5470914856396
"OP-NEMS","IRA","Coal",2025,7.59425565616969
"OP-NEMS","IRA","Coal",2030,4.21692937431935
"OP-NEMS","IRA","Coal",2035,2.30812525793506
"OP-NEMS","IRA","Coal",2022,10.4865761952473
"OP-NEMS","IRA","Coal",2023,9.93506976197014
"OP-NEMS","IRA","Coal",2024,8.52021234674719
"OP-NEMS","IRA","Coal",2026,6.85801308265857
"OP-NEMS","IRA","Coal",2027,6.23571297885673
"OP-NEMS","IRA","Coal",2028,5.57989003107094
"OP-NEMS","IRA","Coal",2029,4.67775522962584
"OP-NEMS","IRA","Coal",2031,3.96552054438149
"OP-NEMS","IRA","Coal",2032,3.83359315837441
"OP-NEMS","IRA","Coal",2033,3.39773918684823
"OP-NEMS","IRA","Coal",2034,2.811723914176
"OP-NEMS","IRA","Coal",2021,10.5470914856396
"REGEN-EPRI","No IRA","Coal",2025,10.2698144941529
"REGEN-EPRI","No IRA","Coal",2030,8.04985459376155
"REGEN-EPRI","No IRA","Coal",2035,7.21986958595756
"REGEN-EPRI","No IRA","Coal",2021,10.5470914856396
"REGEN-EPRI","IRA","Coal",2025,10.3998121459777
"REGEN-EPRI","IRA","Coal",2030,8.59984465917383
"REGEN-EPRI","IRA","Coal",2035,5.19990607298883
"REGEN-EPRI","IRA","Coal",2021,10.5470914856396
"RIO-REPEAT","No IRA","Coal",2025,0.739986633463795
"RIO-REPEAT","No IRA","Coal",2030,0.749986452834927
"RIO-REPEAT","No IRA","Coal",2035,0.759986272206059
"RIO-REPEAT","No IRA","Coal",2021,10.5470914856396
"RIO-REPEAT","IRA","Coal",2025,0.739986633463795
"RIO-REPEAT","IRA","Coal",2030,0.749986452834927
"RIO-REPEAT","IRA","Coal",2035,0.759986272206059
"RIO-REPEAT","IRA","Coal",2021,10.5470914856396
"AEO.2023","No IRA","Coal",2025,8.68282658993698
"AEO.2023","No IRA","Coal",2030,6.94282668793421
"AEO.2023","No IRA","Coal",2035,6.50886670759336
"AEO.2023","No IRA","Coal",2022,9.69727986864945
"AEO.2023","No IRA","Coal",2023,9.08387672344097
"AEO.2023","No IRA","Coal",2024,9.38588331789574
"AEO.2023","No IRA","Coal",2026,8.11236024489971
"AEO.2023","No IRA","Coal",2027,7.70775312794999
"AEO.2023","No IRA","Coal",2028,7.37924865681692
"AEO.2023","No IRA","Coal",2029,7.18544855876677
"AEO.2023","No IRA","Coal",2031,6.82615823091174
"AEO.2023","No IRA","Coal",2032,6.77649146206196
"AEO.2023","No IRA","Coal",2033,6.73737564410782
"AEO.2023","No IRA","Coal",2034,6.62171618238946
"AEO.2023","No IRA","Coal",2021,10.5470914856396
"AEO.2023","IRA","Coal",2025,8.64630675990106
"AEO.2023","IRA","Coal",2030,4.33517682399316
"AEO.2023","IRA","Coal",2035,4.23307529917587
"AEO.2023","IRA","Coal",2022,9.69441388198781
"AEO.2023","IRA","Coal",2023,9.04048092540596
"AEO.2023","IRA","Coal",2024,9.39934925522498
"AEO.2023","IRA","Coal",2026,7.51931000496837
"AEO.2023","IRA","Coal",2027,6.49484077287037
"AEO.2023","IRA","Coal",2028,5.53267625080489
"AEO.2023","IRA","Coal",2029,4.78605072561626
"AEO.2023","IRA","Coal",2031,4.2660801455706
"AEO.2023","IRA","Coal",2032,4.27906408514306
"AEO.2023","IRA","Coal",2033,4.38192160644193
"AEO.2023","IRA","Coal",2034,4.27628909805791
"AEO.2023","IRA","Coal",2021,10.5470914856396
"EIA","Historic","Coal",2021,10.5470914856396
