"year","variable_rename","model","scenario","value","alpha","axe"
2030,"Nuclear","USREP-ReEDS","No IRA",722.694001038333,1,1
2030,"Nuclear","USREP-ReEDS","IRA",707.557910953444,1,1
2030,"Nuclear","EPS-EI","No IRA",656.84501946,1,1
2030,"Nuclear","EPS-EI","IRA",760.4133054,1,1
2030,"Nuclear","GCAM-CGS","No IRA",747.503061893322,1,1
2030,"Nuclear","GCAM-CGS","IRA",699.783266982461,1,1
2030,"Nuclear","GCAM-PNNL","No IRA",741.453408888889,1,1
2030,"Nuclear","GCAM-PNNL","IRA",741.453408888889,1,1
2030,"Nuclear","Haiku-RFF","No IRA",668.189131848995,1,1
2030,"Nuclear","Haiku-RFF","IRA",668.189131848995,1,1
2030,"Nuclear","IPM-NRDC","No IRA",482.943697805062,1,1
2030,"Nuclear","IPM-NRDC","IRA",642.560502040383,1,1
2030,"Nuclear","IPM-EPA","No IRA",595.675284762178,1,1
2030,"Nuclear","IPM-EPA","IRA",695.42890875653,1,1
2030,"Nuclear","MARKAL-NETL","No IRA",755.886901375704,1,1
2030,"Nuclear","MARKAL-NETL","IRA",755.886901375704,1,1
2030,"Nuclear","NEMS-RHG","No IRA",643.6720135776,1,1
2030,"Nuclear","NEMS-RHG","IRA",715.4600546534,1,1
2030,"Nuclear","NEMS-OP","No IRA",630.1220145584,1,1
2030,"Nuclear","NEMS-OP","IRA",736.0406312434,1,1
2030,"Nuclear","REGEN-EPRI","No IRA",738.528713395792,1,1
2030,"Nuclear","REGEN-EPRI","IRA",741.127414858133,1,1
2030,"Nuclear","RIO-REPEAT","No IRA",753.501,1,1
2030,"Nuclear","RIO-REPEAT","IRA",752.5532,1,1
2030,"Nuclear","ReEDS-NREL","No IRA",722.694001024101,1,1
2030,"Nuclear","ReEDS-NREL","IRA",699.852913560426,1,1
2030,"Nuclear","NEMS-EIA","No IRA",725.5761875418,1,1
2030,"Nuclear","NEMS-EIA","IRA",718.4481353756,1,1
2035,"Nuclear","USREP-ReEDS","No IRA",722.694001038333,1,2
2035,"Nuclear","USREP-ReEDS","IRA",684.001276063,1,2
2035,"Nuclear","EPS-EI","No IRA",603.14267146,1,2
2035,"Nuclear","EPS-EI","IRA",39.27157171,1,2
2035,"Nuclear","GCAM-CGS","No IRA",747.313237096958,1,2
2035,"Nuclear","GCAM-CGS","IRA",720.418459762683,1,2
2035,"Nuclear","GCAM-PNNL","No IRA",741.453408888889,1,2
2035,"Nuclear","GCAM-PNNL","IRA",741.453408888889,1,2
2035,"Nuclear","Haiku-RFF","No IRA",530.099885616411,1,2
2035,"Nuclear","Haiku-RFF","IRA",530.099885616411,1,2
2035,"Nuclear","IPM-NRDC","No IRA",64.3043851582201,1,2
2035,"Nuclear","IPM-NRDC","IRA",71.8498173662706,1,2
2035,"Nuclear","IPM-EPA","No IRA",461.124738515234,1,2
2035,"Nuclear","IPM-EPA","IRA",625.87702606782,1,2
2035,"Nuclear","MARKAL-NETL","No IRA",755.886901375704,1,2
2035,"Nuclear","MARKAL-NETL","IRA",755.886901375704,1,2
2035,"Nuclear","NEMS-RHG","No IRA",592.100621378,1,2
2035,"Nuclear","NEMS-RHG","IRA",176.7717573188,1,2
2035,"Nuclear","NEMS-OP","No IRA",566.4897166586,1,2
2035,"Nuclear","NEMS-OP","IRA",658.3330635644,1,2
2035,"Nuclear","REGEN-EPRI","No IRA",741.845633539683,1,2
2035,"Nuclear","REGEN-EPRI","IRA",721.628453094105,1,2
2035,"Nuclear","RIO-REPEAT","No IRA",747.8142,1,2
2035,"Nuclear","RIO-REPEAT","IRA",745.9186,1,2
2035,"Nuclear","ReEDS-NREL","No IRA",722.694001024101,1,2
2035,"Nuclear","ReEDS-NREL","IRA",685.098017494303,1,2
2035,"Nuclear","NEMS-EIA","No IRA",708.1948406624,1,2
2035,"Nuclear","NEMS-EIA","IRA",663.7921697792,1,2
