"figure_num","model","scenario","variable","unit","year","variable_rename","value"
2.8,"EPS-EI","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2025,"Sox",0.596256
2.8,"EPS-EI","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2030,"Sox",0.216455
2.8,"EPS-EI","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2035,"Sox",0.0455129
2.8,"EPS-EI","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2025,"Sox",0.723582
2.8,"EPS-EI","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2030,"Sox",0.536509
2.8,"EPS-EI","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2035,"Sox",0.5132
2.8,"Haiku-RFF","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2025,"Sox",0.903000768
2.8,"Haiku-RFF","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2030,"Sox",0.586614077
2.8,"Haiku-RFF","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2035,"Sox",0.500989803
2.8,"Haiku-RFF","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2025,"Sox",1.070577128
2.8,"Haiku-RFF","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2030,"Sox",0.88868763
2.8,"Haiku-RFF","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2035,"Sox",0.816036982
2.8,"IPM-NRDC","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2025,"Sox",0.602531702
2.8,"IPM-NRDC","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2030,"Sox",0.322195296
2.8,"IPM-NRDC","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2035,"Sox",0.213345413
2.8,"IPM-NRDC","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2025,"Sox",0.544366269
2.8,"IPM-NRDC","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2030,"Sox",0.402946093
2.8,"IPM-NRDC","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2035,"Sox",0.363002875
2.8,"REGEN-EPRI","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2025,"Sox",0.66866
2.8,"REGEN-EPRI","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2030,"Sox",0.52376
2.8,"REGEN-EPRI","IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2035,"Sox",0.434
2.8,"REGEN-EPRI","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2025,"Sox",0.708051148
2.8,"REGEN-EPRI","No IRA","Emissions|Sulfur|Energy|Supply|Electricity","Mt SO2/yr",2030,"Sox",0.529466651
