"model","scenario","unit","datasrc","variable","region","figure_type","figure_no","title_name","variable_rename","flip_sign","regions","models","years","scenarios","type","x","y","facet1","facet2","color","page_filter","scales","alpha","year","value"
"EPA-GHGI","Historic","Mt CO2/yr","EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2015,4.3
"EPA-GHGI","Historic","Mt CO2/yr","EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2016,4.2
"EPA-GHGI","Historic","Mt CO2/yr","EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2017,4.3
"EPA-GHGI","Historic","Mt CO2/yr","EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2018,4.8
"EPA-GHGI","Historic","Mt CO2/yr","EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2019,4.8
"EPA-GHGI","Historic","Mt CO2/yr","EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2020,4.1
"EPA-GHGI","Historic","Mt CO2/yr","EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2021,5
"EPS-EI","IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2021,5
"EPS-EI","IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2025,24.0019720046888
"EPS-EI","IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2030,37.598724517081
"EPS-EI","IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2035,34.5201461900994
"EPS-EI","No IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2021,5
"EPS-EI","No IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2025,23.2417867971326
"EPS-EI","No IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2030,60.6943450196101
"EPS-EI","No IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2035,104.937956058536
"GCAM-CGS","IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2021,5
"GCAM-CGS","IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2025,23.4607129162522
"GCAM-CGS","IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2030,39.7510793088943
"GCAM-CGS","IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2035,27.9050076703451
"GCAM-CGS","No IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2021,5
"GCAM-CGS","No IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2025,18.3822776276617
"GCAM-CGS","No IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2030,39.8689983274184
"GCAM-CGS","No IRA","Mt CO2/yr","bistline_ira_tall.csv","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2035,56.9867005443054
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2021,5
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2025,8.093938
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2030,12.179079
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2035,17.84326
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2022,5.494641
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2023,6.071688
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2024,7.306774
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2026,8.846951
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2027,9.529696
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2028,10.350383
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2029,11.141771
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2031,13.28859
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2032,14.67225
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2033,15.737824
"NEMS-EIA","IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2034,16.774927
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2021,5
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2025,7.797431
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2030,15.213952
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2035,22.214851
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2022,5.422564
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2023,5.955447
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2024,7.072639
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2026,8.834607
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2027,10.15407
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2028,11.808878
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2029,13.393601
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2031,16.510477
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2032,17.799973
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2033,19.305635
"NEMS-EIA","No IRA","Mt CO2/yr","AEO2023 IRA 5cenario outputs by OnL 05-12-23.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2034,20.860584
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2021,5
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2025,11.847613
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2030,34.757114
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2035,40.808662
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2022,5.20835
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2023,6.572092
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2024,8.244644
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2026,17.202854
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2027,23.016911
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2028,27.821562
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2029,30.860554
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2031,40.00206
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2032,45.855999
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2033,43.462269
"NEMS-OP","IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2034,42.562981
"NEMS-OP","No IRA","Mt CO2/yr","OP-NEMS IRA 5cenario outputs w retire 07-19-23 - June cases.xlsx","Emissions|CO2|Energy|Demand|Transportation|Indirect","United States","timeseries",18,"Indirect Transportation Emissions","Indirect Transportation Emissions",0,"usa","models_leep","historic","hist_mod_scenarios2","single","year","value",NA,NA,"scenario","region","fixed",1,2021,5
