"year","variable_rename","model","alpha","No IRA","IRA","abs_dif","axe","scenario"
2030,"Other","USREP-ReEDS",1,313.021504279556,307.536599106722,-5.48490517283335,1,"IRA"
2030,"Other","EPS-EI",1,267.7648736,267.7648736,0,1,"IRA"
2030,"Other","GCAM-CGS",1,284.638161820056,280.722094172333,-3.91606764772223,1,"IRA"
2030,"Other","GCAM-PNNL",1,362.590236361111,376.431038744444,13.8408023833333,1,"IRA"
2030,"Other","Haiku-RFF",1,277.000094366722,277.000094366722,0,1,"IRA"
2030,"Other","IPM-NRDC",1,296.816951882889,302.873815917167,6.05686403427785,1,"IRA"
2030,"Other","IPM-EPA",1,289.013149752056,286.948658637278,-2.06449111477775,1,"IRA"
2030,"Other","MARKAL-NETL",1,271.537018870833,271.537018870833,0,1,"IRA"
2030,"Other","NEMS-RHG",1,281.191763825,270.228082586,-10.963681239,1,"IRA"
2030,"Other","NEMS-OP",1,347.1090994756,347.2737854124,0.164685936800083,1,"IRA"
2030,"Other","REGEN-EPRI",1,245.054609102722,262.946600661111,17.8919915583889,1,"IRA"
2030,"Other","RIO-REPEAT",1,288.1312,280.5488,-7.58240000000001,1,"IRA"
2030,"Other","ReEDS-NREL",1,286.543837723889,287.001139639667,0.457301915777805,1,"IRA"
2030,"Other","NEMS-EIA",1,353.506591193,343.7331316034,-9.77345958960001,1,"IRA"
2035,"Other","USREP-ReEDS",1,312.847411322444,307.440788110944,-5.4066232115,2,"IRA"
2035,"Other","EPS-EI",1,267.7136924,266.0076524,-1.70604000000003,2,"IRA"
2035,"Other","GCAM-CGS",1,278.806075401,273.776682644889,-5.02939275611112,2,"IRA"
2035,"Other","GCAM-PNNL",1,404.434500594444,415.060707638889,10.6262070444444,2,"IRA"
2035,"Other","Haiku-RFF",1,276.4971658855,276.4971658855,0,2,"IRA"
2035,"Other","IPM-NRDC",1,294.432241535833,299.595596080667,5.1633545448334,2,"IRA"
2035,"Other","IPM-EPA",1,307.572488870111,311.497643550333,3.92515468022225,2,"IRA"
2035,"Other","MARKAL-NETL",1,271.537018870833,271.537018870833,0,2,"IRA"
2035,"Other","NEMS-RHG",1,277.899194823056,245.993668807056,-31.905526016,2,"IRA"
2035,"Other","NEMS-OP",1,343.655944667,343.2253619704,-0.430582696599913,2,"IRA"
2035,"Other","REGEN-EPRI",1,261.773192931056,289.950335181889,28.1771422508334,2,"IRA"
2035,"Other","RIO-REPEAT",1,283.3922,258.7494,-24.6428,2,"IRA"
2035,"Other","ReEDS-NREL",1,287.802392120056,286.272324090667,-1.53006802938887,2,"IRA"
2035,"Other","NEMS-EIA",1,358.5410754254,343.381750866,-15.1593245593999,2,"IRA"
