"year","variable_rename","model","scenario","value","alpha","axe"
2030,"Solar","USREP-ReEDS","No IRA",508.683675786611,1,1
2030,"Solar","USREP-ReEDS","IRA",688.939506782333,1,1
2030,"Solar","EPS-EI","No IRA",509.9505208,1,1
2030,"Solar","EPS-EI","IRA",1016.60831041894,1,1
2030,"Solar","GCAM-CGS","No IRA",567.826037202278,1,1
2030,"Solar","GCAM-CGS","IRA",873.771041316056,1,1
2030,"Solar","GCAM-PNNL","No IRA",642.552848388889,1,1
2030,"Solar","GCAM-PNNL","IRA",779.418328485728,1,1
2030,"Solar","Haiku-RFF","No IRA",425.842157214833,1,1
2030,"Solar","Haiku-RFF","IRA",703.401386972278,1,1
2030,"Solar","IPM-NRDC","No IRA",315.670369645944,1,1
2030,"Solar","IPM-NRDC","IRA",350.363998640444,1,1
2030,"Solar","IPM-EPA","No IRA",428.166236006056,1,1
2030,"Solar","IPM-EPA","IRA",463.436705821833,1,1
2030,"Solar","MARKAL-NETL","No IRA",489.568052312889,1,1
2030,"Solar","MARKAL-NETL","IRA",451.305862064944,1,1
2030,"Solar","NEMS-RHG","No IRA",667.440813971944,1,1
2030,"Solar","NEMS-RHG","IRA",951.733144370944,1,1
2030,"Solar","NEMS-OP","No IRA",735.487478103,1,1
2030,"Solar","NEMS-OP","IRA",1097.3770010798,1,1
2030,"Solar","REGEN-EPRI","No IRA",499.504361002889,1,1
2030,"Solar","REGEN-EPRI","IRA",519.897646520778,1,1
2030,"Solar","RIO-REPEAT","No IRA",708.0066,1,1
2030,"Solar","RIO-REPEAT","IRA",898.5144,1,1
2030,"Solar","ReEDS-NREL","No IRA",478.066659912333,1,1
2030,"Solar","ReEDS-NREL","IRA",944.249886620444,1,1
2030,"Solar","NEMS-EIA","No IRA",539.7537619656,1,1
2030,"Solar","NEMS-EIA","IRA",873.0528031624,1,1
2035,"Solar","USREP-ReEDS","No IRA",561.551914766111,1,2
2035,"Solar","USREP-ReEDS","IRA",781.538062939667,1,2
2035,"Solar","EPS-EI","No IRA",699.2100682,1,2
2035,"Solar","EPS-EI","IRA",1591.032109268,1,2
2035,"Solar","GCAM-CGS","No IRA",686.948309568111,1,2
2035,"Solar","GCAM-CGS","IRA",1147.274030651,1,2
2035,"Solar","GCAM-PNNL","No IRA",848.036414944444,1,2
2035,"Solar","GCAM-PNNL","IRA",981.868990329617,1,2
2035,"Solar","Haiku-RFF","No IRA",594.999046433556,1,2
2035,"Solar","Haiku-RFF","IRA",804.724684345167,1,2
2035,"Solar","IPM-NRDC","No IRA",544.129717917333,1,2
2035,"Solar","IPM-NRDC","IRA",647.499865214222,1,2
2035,"Solar","IPM-EPA","No IRA",626.528512527167,1,2
2035,"Solar","IPM-EPA","IRA",733.544223508833,1,2
2035,"Solar","MARKAL-NETL","No IRA",510.082673080556,1,2
2035,"Solar","MARKAL-NETL","IRA",471.820483095889,1,2
2035,"Solar","NEMS-RHG","No IRA",958.882158081944,1,2
2035,"Solar","NEMS-RHG","IRA",1335.64518510189,1,2
2035,"Solar","NEMS-OP","No IRA",1026.8892354504,1,2
2035,"Solar","NEMS-OP","IRA",1555.3124948298,1,2
2035,"Solar","REGEN-EPRI","No IRA",548.261602257833,1,2
2035,"Solar","REGEN-EPRI","IRA",849.430034789778,1,2
2035,"Solar","RIO-REPEAT","No IRA",1217.923,1,2
2035,"Solar","RIO-REPEAT","IRA",2012.1794,1,2
2035,"Solar","ReEDS-NREL","No IRA",558.488153372333,1,2
2035,"Solar","ReEDS-NREL","IRA",1208.87946888722,1,2
2035,"Solar","NEMS-EIA","No IRA",762.456217215,1,2
2035,"Solar","NEMS-EIA","IRA",1090.3695062302,1,2
