"year","variable_rename","model","scenario","value","alpha","axe"
2021,"Natural Gas","OP-NEMS","Historic",1481.8124103888,0.8,1
2021,"Natural Gas","OP-NEMS","Historic",1481.8927042136,0.8,1
2021,"Natural Gas","AEO.2023","Historic",1501.3389177472,0.8,1
2030,"Natural Gas","USREP-ReEDS","No IRA",1285.7074547345,1,2
2030,"Natural Gas","USREP-ReEDS","IRA",815.644432158111,1,2
2030,"Natural Gas","EPS-EI","No IRA",1686.1248264,0.8,2
2030,"Natural Gas","EPS-EI","IRA",954.932195,0.8,2
2030,"Natural Gas","GCAM-CGS","No IRA",1505.78461811621,0.8,2
2030,"Natural Gas","GCAM-CGS","IRA",1177.43262426991,0.8,2
2030,"Natural Gas","GCAM-PNNL","No IRA",2149.207585,1,2
2030,"Natural Gas","GCAM-PNNL","IRA",1287.59946388889,1,2
2030,"Natural Gas","Haiku-RFF","No IRA",957.204883580752,0.8,2
2030,"Natural Gas","Haiku-RFF","IRA",675.679587585824,0.8,2
2030,"Natural Gas","IPM-NRDC","No IRA",1840.2439059285,0.8,2
2030,"Natural Gas","IPM-NRDC","IRA",1563.83275302988,0.8,2
2030,"Natural Gas","IPM-EPA","No IRA",1697.67780102167,1,2
2030,"Natural Gas","IPM-EPA","IRA",1662.74385365762,1,2
2030,"Natural Gas","MARKAL-NETL","No IRA",1792.89940598504,0.8,2
2030,"Natural Gas","MARKAL-NETL","IRA",1915.78440707074,0.8,2
2030,"Natural Gas","NEMS-RHG","No IRA",1194.0978082964,0.8,2
2030,"Natural Gas","NEMS-RHG","IRA",778.3213873904,0.8,2
2030,"Natural Gas","OP-NEMS","No IRA",1343.6837499736,0.8,2
2030,"Natural Gas","OP-NEMS","IRA",996.7503697746,0.8,2
2030,"Natural Gas","REGEN-EPRI","No IRA",1129.5077940839,0.8,2
2030,"Natural Gas","REGEN-EPRI","IRA",1253.5863169815,0.8,2
2030,"Natural Gas","RIO-REPEAT","No IRA",921.2616,0.8,2
2030,"Natural Gas","RIO-REPEAT","IRA",764.8746,0.8,2
2030,"Natural Gas","ReEDS-NREL","No IRA",1235.15686313164,0.8,2
2030,"Natural Gas","ReEDS-NREL","IRA",693.592077464935,0.8,2
2030,"Natural Gas","AEO.2023","No IRA",0,0.8,2
2030,"Natural Gas","AEO.2023","IRA",1092.8322593244,0.8,2
2035,"Natural Gas","USREP-ReEDS","No IRA",1404.172993321,1,3
2035,"Natural Gas","USREP-ReEDS","IRA",698.1285739015,1,3
2035,"Natural Gas","EPS-EI","No IRA",1732.6570674,0.8,3
2035,"Natural Gas","EPS-EI","IRA",675.1530086,0.8,3
2035,"Natural Gas","GCAM-CGS","No IRA",1752.17627155909,0.8,3
2035,"Natural Gas","GCAM-CGS","IRA",1128.95029645651,0.8,3
2035,"Natural Gas","GCAM-PNNL","No IRA",2355.25667222222,1,3
2035,"Natural Gas","GCAM-PNNL","IRA",1194.80984388889,1,3
2035,"Natural Gas","Haiku-RFF","No IRA",913.706413006057,0.8,3
2035,"Natural Gas","Haiku-RFF","IRA",632.298462205219,0.8,3
2035,"Natural Gas","IPM-NRDC","No IRA",1950.17072202514,0.8,3
2035,"Natural Gas","IPM-NRDC","IRA",1567.65964072386,0.8,3
2035,"Natural Gas","IPM-EPA","No IRA",1784.55408199223,1,3
2035,"Natural Gas","IPM-EPA","IRA",1271.4551466271,1,3
2035,"Natural Gas","MARKAL-NETL","No IRA",1913.13319772756,0.8,3
2035,"Natural Gas","MARKAL-NETL","IRA",1352.65121934233,0.8,3
2035,"Natural Gas","NEMS-RHG","No IRA",1123.0402603756,0.8,3
2035,"Natural Gas","NEMS-RHG","IRA",897.7076743432,0.8,3
2035,"Natural Gas","OP-NEMS","No IRA",1313.2642520914,0.8,3
2035,"Natural Gas","OP-NEMS","IRA",764.660278725,0.8,3
2035,"Natural Gas","REGEN-EPRI","No IRA",1294.46934843087,0.8,3
2035,"Natural Gas","REGEN-EPRI","IRA",826.388129516541,0.8,3
2035,"Natural Gas","RIO-REPEAT","No IRA",794.2564,0.8,3
2035,"Natural Gas","RIO-REPEAT","IRA",419.8754,0.8,3
2035,"Natural Gas","ReEDS-NREL","No IRA",1227.99107642288,0.8,3
2035,"Natural Gas","ReEDS-NREL","IRA",490.119328562047,0.8,3
2035,"Natural Gas","AEO.2023","No IRA",0,0.8,3
2035,"Natural Gas","AEO.2023","IRA",984.4383814286,0.8,3
